codigo_SGO,Identificacao_OAE,UF,Rodovia_(BR),km,Extensao_(m),Largura_(m),Tipo_Estrutura,Latitude,Longitude,Nota_Atual_SGO_(2021),Visita_SR_(Data_Realizada),Data_Inspecao_Realizada,Visita_na_OAE,Faixa_Extensao_OAE,Corredor,Obs.:,Tipo_Inspecao 
130195,Ponte sobre o Riacho Convento (LE),PB,230,"134,84","10,9","11,8",Laje de concreto armado,-7.28022452,-35.76137433,"4",19/03/2025,27/07/2025,,OAE<=20m (A1),17,,InR
130243,Ponte sobre o Rio Cajá,PB,230,"83,24","11,9","8,25",Viga de concreto armado,-7.16855,-35.3466,"3",19/03/2025,27/07/2025,,OAE<=20m (A1),17,,InR
140115,Ponte sobre o Rio Seridó,RN,427,"56,31","99","10",Viga de concreto armado,-6.59402949,-36.7829796,"2",18/03/2025,27/07/2025,,60>OAE<=120m (A3),6,,InR
220086,Ponte sobre o Rio Igarapé São José,RO,364,"463,18","30,3","12,8",Viga de concreto armado,-10.23351124,-62.74853725,"4",13/05/2025,27/07/2025,,20<OAE<=60m (A2),8,,InR
130192,"Viaduto km 65,02 sobre Ferrovia (LD)",PB,230,"65,02","7,6","11,9",Viga de concreto armado,-7.19203333,-35.18083333,"3",19/03/2025,28/07/2025,,OAE<=20m (A1),17,,InR
130245,Ponte sobre o Rio Salamargo (LE),PB,230,"59,11","6","11,5",Viga de concreto armado,-7.20426908,-35.12938632,"4",19/03/2025,28/07/2025,,OAE<=20m (A1),17,,InR
130253,Ponte sobre o Rio Salamargo (LD),PB,230,"59,02","6","11,5",Viga de concreto armado,-7.20411667,-35.12941667,"4",19/03/2025,28/07/2025,,OAE<=20m (A1),17,,InR
40607,Ponte sobre o Rio Moxotó (LE),PE,316,"434,7","83,5","8,8",Viga de concreto armado,-8.91696667,-37.82761667,"4",30/01/2025,28/07/2025,,60>OAE<=120m (A3),12,,InR
40608,Ponte sobre o Rio Moxotó (LD),PE,316,"437,1","80,7","7,75",Viga de concreto armado,-8.9170365,-37.82763239,"4",30/01/2025,28/07/2025,,60>OAE<=120m (A3),12,,InR
40111,Viaduto sobre Ferrovia Salgueiro I,PE,232,"517,16","7","13",Laje de concreto armado,-8.06188778,-39.2083259,"4",30/01/2025,28/07/2025,,OAE<=20m (A1),11,,InR
40112,Ponte sobre o Riacho das Traíras (LE),PE,232,"538,26","100,2","10",Viga de concreto armado,-8.08147895,-39.39867462,"3",30/01/2025,28/07/2025,,60>OAE<=120m (A3),11,,InR
40350,Ponte sobre o Rio Favela,PE,316,"125,85","32","10",Viga de concreto armado,-8.03276895,-39.72433856,"4",30/01/2025,28/07/2025,,20<OAE<=60m (A2),11,,InR
220068,Ponte sobre o Rio Igarapé Miolo,RO,364,"357,65","34,6","12,9",Viga de concreto armado,-10.79211112,-62.03917135,"4",13/05/2025,28/07/2025,,20<OAE<=60m (A2),8,,InR
220104,Ponte sobre o Igarapé Boa Vista,RO,364,"372,63","64,8","12,8",Viga de concreto armado,-10.75114052,-62.1677532,"4",13/05/2025,28/07/2025,,60>OAE<=120m (A3),8,,InR
220129,Ponte sobre o Rio Jaru,RO,364,"426,67","209,9","8,6",Viga de concreto protendido,-10.44715,-62.46401667,"3",13/05/2025,28/07/2025,,120<OAE<=500m (A4),8,,InR
210058,Viaduto Itaporanga d'Ajuda I (LD),SE,101,"124,18","39,8","10,8",Viga de concreto protendido,-11.04446619,-37.36510919,"4",28/01/2025,28/07/2025,,20<OAE<=60m (A2),2,,InR
210059,Viaduto Itaporanga d'Ajuda I (LE),SE,101,"124,18","39,8","10,6",Viga de concreto protendido,-11.04436171,-37.36510554,"4",28/01/2025,28/07/2025,,20<OAE<=60m (A2),2,,InR
200101,Ponte sobre o Riacho Navio,AL,423,"18,9","55","13,1",Viga caixão de concreto protendido,-9.17357708,-37.45362046,"4",29/11/2025,29/07/2025,,20<OAE<=60m (A2),6,,InR
200103,Ponte sobre o Riacho Lages,AL,423,"23,9","40","13,1",Viga de concreto armado,-9.18762077,-37.49668484,"4",29/11/2025,29/07/2025,,20<OAE<=60m (A2),6,,InR
130203,Ponte sobre o Rio Soledade,PB,230,"212,82","30,2","10",Viga de concreto armado,-7.0707085,-36.34779096,"3",19/03/2025,29/07/2025,,20<OAE<=60m (A2),19,,InR
130208,Ponte sobre o Afluente do Riacho Vaca Brava II,PB,104,"110,46","6","12,15",Viga de concreto armado,-7.12559349,-35.8620446,"2",19/03/2025,29/07/2025,,OAE<=20m (A1),4,,InR
40340,Ponte sobre o Rio dos Moraes,PE,316,"41,83","64","10",Viga de concreto armado,-7.67289179,-40.38031692,"4",30/01/2025,29/07/2025,,60>OAE<=120m (A3),11,,InR
40341,Ponte sobre o Rio Trindade,PE,316,"59,41","30","10",Viga de concreto armado,-7.76940415,-40.25874973,"2",30/01/2025,29/07/2025,,20<OAE<=60m (A2),11,,InR
40286,Viaduto sobre Ferrovia Jaboatão dos Guararapes II (LD),PE,101,"86,56","30,5","14,4",Viga de concreto protendido,-8.18620583,-34.97153593,"3",30/01/2025,29/07/2025,,20<OAE<=60m (A2),1,,InR
40287,Viaduto sobre Ferrovia Jaboatão dos Guararapes II (LE),PE,101,"86,55","30,3","11,7",Viga de concreto protendido,-8.18628348,-34.97135041,"4",30/01/2025,29/07/2025,,20<OAE<=60m (A2),1,,InR
40343,Ponte sobre o Riacho São João,PE,316,"71,11","50,2","10",Viga de concreto armado,-7.81608171,-40.16750793,"3",30/01/2025,29/07/2025,,20<OAE<=60m (A2),11,,InR
140043,"Viaduto km 145,44 (LE)",RN,101,"145,44","42","13,8",Viga de concreto armado,-6.2556,-35.2139,"4",18/03/2025,29/07/2025,,20<OAE<=60m (A2),1,,InR
140044,Viaduto Goianinha II (LD),RN,101,"145,57","40,3","13,8",Viga de concreto armado,-6.25677559,-35.21354227,"4",18/03/2025,29/07/2025,,20<OAE<=60m (A2),1,,InR
140045,Viaduto Goianinha II (LE),RN,101,"145,57","40,3","13,8",Viga de concreto armado,-6.25672246,-35.21340707,"4",18/03/2025,29/07/2025,,20<OAE<=60m (A2),1,,InR
140190,Viaduto Goianinha I (LD),RN,101,"145,48","42","13,8",Viga de concreto armado,-6.25598639,-35.21388395,"4",18/03/2025,29/07/2025,,20<OAE<=60m (A2),1,,InR
140207,"Viaduto km 105,65",RN,101,"105,65","16","24,4",Viga de concreto protendido,-5.90555,-35.26038333,"4",18/03/2025,29/07/2025,,OAE<=20m (A1),1,,InR
220150,Ponte sobre o Rio Ji-Paraná II,RO,364,"1,65","463","12,4",Não informado,-10.91873997,-61.94477388,"-",13/05/2025,29/07/2025,,120<OAE<=500m (A4),8,,InCR
200095,Ponte sobre o Riacho da Laje,AL,316,"50,17","16,5","9,8",Viga de concreto armado,-9.19957402,-37.5061044,"4",29/11/2025,30/07/2025,,OAE<=20m (A1),2,,InR
200105,Ponte sobre o Rio das Cobras,AL,316,"52,4","12,1","9,8",Viga de concreto armado,-9.21046573,-37.48904475,"4",29/11/2025,30/07/2025,,OAE<=20m (A1),2,,InR
130247,Ponte sobre o Rio Baixa Verde,PB,230,"233,55","9","8,5",Laje de concreto armado,-7.04580285,-36.52419744,"3",19/03/2025,30/07/2025,,OAE<=20m (A1),19,,InR
130260,Ponte sobre o Riacho do Espinheiro,PB,230,"223,55","16,4","8,3",Viga de concreto armado,-7.03775806,-36.4351453,"2",19/03/2025,30/07/2025,,OAE<=20m (A1),19,,InR
40342,Ponte sobre o Riacho do Pati,PE,316,"61,94","32","10",Viga de concreto armado,-7.78134322,-40.23986138,"2",30/01/2025,30/07/2025,,20<OAE<=60m (A2),11,,InR
40288,Viaduto sobre Ferrovia Jabotão dos Guararapes III (LD),PE,101,"89,64","25,1","11,7",Viga caixão de concreto protendido,-8.2128406,-34.98656564,"4",30/01/2025,30/07/2025,,20<OAE<=60m (A2),1,,InR
40289,Viaduto sobre Ferrovia Jaboatão dos Guararapes III (LE),PE,101,"89,95","25,1","11,7",Viga de concreto protendido,-8.21289746,-34.98643115,"4",30/01/2025,30/07/2025,,20<OAE<=60m (A2),1,,InR
40344,Ponte sobre o Rio Pradicó,PE,316,"76,19","50,2","10",Viga de concreto armado,-7.84384618,-40.13083107,"2",30/01/2025,30/07/2025,,20<OAE<=60m (A2),11,,InR
40345,Ponte sobre o Riacho da Volta,PE,316,"103,45","100","10",Viga de concreto armado,-7.95309212,-39.91099927,"3",30/01/2025,30/07/2025,,60>OAE<=120m (A3),11,,InR
40346,Ponte sobre o Riacho Gravatá,PE,316,"104,3","30","10",Viga de concreto armado,-7.95605588,-39.9039678,"3",30/01/2025,30/07/2025,,20<OAE<=60m (A2),11,,InR
40348,Ponte sobre o Rio Atravessada,PE,316,"111,87","24","10",Viga de concreto armado,-7.98280535,-39.840734,"3",30/01/2025,30/07/2025,,20<OAE<=60m (A2),11,,InR
40347,Ponte sobre o afluente do Riacho Gravatá,PE,316,"110,52","25","10",Viga de concreto armado,-7.97801382,-39.85202851,"3",30/01/2025,30/07/2025,,20<OAE<=60m (A2),11,,InR
140206,"Viaduto km 105,75",RN,101,"105,75","21,95","24,35",Viga de concreto protendido,-5.9064,-35.2606,"4",18/03/2025,30/07/2025,,OAE<=20m (A1),1,,InR
210076,Ponte sobre o Rio Vaza Barris (LD),SE,101,"114,1","239,96","12,95",Viga de concreto protendido,-10.99616566,-37.30196163,"4",28/01/2025,30/07/2025,,120<OAE<=500m (A4),2,,InR
200106,Ponte sobre o Rio Capiá,AL,316,"53,41","60,9","10,7",Viga de concreto armado,-9.21535394,-37.48128701,"4",29/11/2025,31/07/2025,,20<OAE<=60m (A2),2,,InR
130220,Ponte sobre o Riacho Seridozinho,PB,230,"250","11,2","9,7",Laje de concreto armado,-7.05043887,-36.6562645,"4",19/03/2025,31/07/2025,,OAE<=20m (A1),19,,InR
130232,Pontilhão sobre a Várzea do Riacho da Ilha,PB,230,"234,81","5,65","10,05",Laje de concreto armado,-7.04910278,-36.53309956,"3",19/03/2025,31/07/2025,,OAE<=20m (A1),19,,InR
130250,Ponte sobre o Riacho São Gonçalo,PB,230,"280,29","20","8",Viga de concreto armado,-6.92122298,-36.85318358,"3",19/03/2025,31/07/2025,,OAE<=20m (A1),19,,InR
40652,Passarela,PE,101,"86,3","0","-",Não informado,-8.18479203,-34.96836428,"-",30/01/2025,31/07/2025,,OAE<=20m (A1),1,Passarela,InCR
130045,Ponte sobre o Rio Paraíba (LD),PB,101,"77,55","175,55","13,6",Viga de concreto armado,-7.10428357,-34.96442185,"2",19/03/2025,01/08/2025,,120<OAE<=500m (A4),18,,InR
130046,Ponte sobre o Rio Paraíba (LE),PB,101,"77,54","180","13,6",Viga de concreto armado,-7.10418333,-34.96438333,"2",19/03/2025,01/08/2025,,120<OAE<=500m (A4),18,,InR
130229,Viaduto sobre Ferrovia São Miguel de Taipu I (LE),PB,230,"65,12","7,6","11,9",Viga de concreto armado,-7.19214568,-35.18093426,"4",19/03/2025,01/08/2025,,OAE<=20m (A1),17,,InR
220064,Viaduto Ji- Paraná III,RO,364,"342,06","7,9","27,6",Laje de concreto armado,-10.88233715,-61.93955056,"4",13/05/2025,01/08/2025,,OAE<=20m (A1),8,,InR
220122,Ponte sobre o Rio Machado,RO,364,"342,11","272,3","23,9",Viga de concreto armado,-10.88213333,-61.93991667,"4",13/05/2025,01/08/2025,,120<OAE<=500m (A4),8,,InR
220138,"Viaduto km 340,82",RO,364,"340,82","323,1","21",Viga de concreto protendido,-10.88943333,-61.93136667,"4",13/05/2025,01/08/2025,,120<OAE<=500m (A4),8,,InR
220148,Ponte sobre o Rio Urupá,RO,364,"4","130","12,5","-",-10.91046812,-61.96356826,"-",13/05/2025,01/08/2025,,120<OAE<=500m (A4),8,,InCR
200100,Ponte sobre o Rio Capiá,AL,423,"15,33","111","13,1",Laje de concreto armado,-9.16349972,-37.42281879,"4",29/11/2025,02/08/2025,,60>OAE<=120m (A3),6,,InR
220071,Ponte sobre o Rio Muqui,RO,429,"42,52","120","10",Viga de concreto armado,-11.29146542,-62.23249543,"4",13/05/2025,02/08/2025,,60>OAE<=120m (A3),9,,InR
220079,"Ponte km 145,66",RO,429,"145,66","40,2","12,7",Viga de concreto protendido,-11.63895,-62.63298333,"4",13/05/2025,02/08/2025,,20<OAE<=60m (A2),9,,InR
220080,Ponte sobre o Rio Bananeiras,RO,429,"155,22","80","12,8",Viga de concreto protendido,-11.76285888,-63.02328418,"4",13/05/2025,02/08/2025,,60>OAE<=120m (A3),9,,InR
220106,Ponte sobre o Rio Preto,RO,429,"133,24","75,6","12,8",Viga de concreto protendido,-11.75498779,-62.82412257,"4",13/05/2025,02/08/2025,,60>OAE<=120m (A3),9,,InR
220108,Ponte sobre o Igarapé Sossego,RO,429,"72,27","50","12,8",Viga de concreto protendido,-11.49102999,-62.41540033,"4",13/05/2025,02/08/2025,,20<OAE<=60m (A2),9,,InR
220115,Ponte sobre o Rio Machado,RO,429,"44,44","300,9","10,1",Viga de concreto armado,-11.19933333,-61.93263333,"3",13/05/2025,02/08/2025,,120<OAE<=500m (A4),9,,InR
220116,Ponte sobre o Rio Cantarinho,RO,429,"215,6","75","12,8",Viga de concreto protendido,-12.05136315,-63.45575772,"4",13/05/2025,02/08/2025,,60>OAE<=120m (A3),9,,InR
220134,Ponte sobre o Igarapé Leitão,RO,364,"312,26","59,85","10,5",Viga de concreto armado,-11.13333171,-61.90114665,"3",13/05/2025,02/08/2025,,20<OAE<=60m (A2),8,,InR
200107,Ponte sobre o Rio Tigre,AL,316,"58,42","22","9,8",Viga de concreto armado,-9.23965,-37.4428,"4",29/11/2025,04/08/2025,,OAE<=20m (A1),2,,InR
200108,Ponte sobre o Riacho do Sítio,AL,316,"71,71","11,1","9,9",Viga de concreto armado,-9.30402148,-37.34067716,"4",29/11/2025,04/08/2025,,OAE<=20m (A1),2,,InR
200109,Ponte sobre o Riacho Mocambo,AL,316,"77,38","9","9,8",Laje de concreto armado,-9.3317854,-37.29728906,"4",29/11/2025,04/08/2025,,OAE<=20m (A1),2,,InR
130259,Ponte sobre o Riacho Logradouro,PB,230,"175,69","8,85","10",Viga de concreto armado,-7.17386966,-36.03235097,"2",19/03/2025,04/08/2025,,OAE<=20m (A1),5,,InR
130269,Ponte sobre o Riacho Santa Luzia,PB,230,"214,88","28","8",Laje de concreto armado,-7.0575996,-36.36036513,"3",19/03/2025,04/08/2025,,20<OAE<=60m (A2),19,,InR
130289,Viaduto Cidade Universitária (LE),PB,230,"20,39","40","9,7",Viga caixão de concreto protendido,-7.13753333,-34.8536,"4",19/03/2025,04/08/2025,,20<OAE<=60m (A2),15,,InR
130291,Viaduto Cidade Universitária (LD),PB,230,"20,25","42","9,7",Viga caixão de concreto protendido,-7.13754929,-34.85367485,"3",19/03/2025,04/08/2025,,20<OAE<=60m (A2),15,,InR
130300,Viaduto Cristo Redentor (LE),PB,230,"23,95","29,2","10",Laje de concreto armado,-7.16521667,-34.86263333,"4",19/03/2025,04/08/2025,,20<OAE<=60m (A2),15,,InR
130301,Viaduto Cristo Redentor (LD),PB,230,"23,95","29,2","10",Laje de concreto armado,-7.16518333,-34.86273333,"3",19/03/2025,04/08/2025,,20<OAE<=60m (A2),15,,InR
40290,Ponte sobre o Riacho Contra Açude (LD),PE,101,"91,9","60","11",Viga de concreto protendido,-8.22816524,-34.9952264,"4",30/01/2025,04/08/2025,,20<OAE<=60m (A2),1,,InR
40291,Ponte sobre o Riacho Contra Açude (LE),PE,101,"91,9","60","11",Viga de concreto protendido,-8.22824994,-34.99510731,"4",30/01/2025,04/08/2025,,20<OAE<=60m (A2),1,,InR
40164,Ponte sobre o Riacho do Mandim,PE,116,"28,04","64","10",Viga de concreto armado,-8.08649661,-39.12663886,"3",30/01/2025,04/08/2025,,60>OAE<=120m (A3),5,,InR
40163,Viaduto sobre Ferrovia Salgueiro I,PE,116,"13,9","7","13,15",Laje de concreto armado,-7.96680168,-39.13478048,"4",30/01/2025,04/08/2025,,OAE<=20m (A1),5,,InR
140076,Ponte sobre o Afluente do Rio Seridó,RN,226,"219,67","5,2","12,4",Laje de concreto armado,-6.13076395,-36.8286403,"3",18/03/2025,04/08/2025,,OAE<=20m (A1),7,,InR
140119,Ponte sobre o Rio Sabugi,RN,427,"103,87","100","9,1",Viga de concreto armado,-6.44821667,-37.13975,"4",18/03/2025,04/08/2025,,60>OAE<=120m (A3),6,,InR
140193,Ponte sobre o Rio Seridó II,RN,427,"107,97","248","14,8",Viga de concreto protendido,-6.44422656,-37.12130028,"3",18/03/2025,04/08/2025,,120<OAE<=500m (A4),6,,InR
130277,Ponte sobre o Rio Boa Vista,PB,230,"199,39","31,6","8,4",Viga de concreto armado,-7.10536941,-36.23236716,"3",19/03/2025,05/08/2025,,20<OAE<=60m (A2),19,,InR
40165,Ponte sobre o Riacho dos Icós,PE,116,"28,96","98,5","10",Viga de concreto armado,-8.09552354,-39.1249166,"2",30/01/2025,05/08/2025,,60>OAE<=120m (A3),5,,InR
40166,Ponte sobre o Riacho da Ingazeira,PE,116,"35,58","52,5","9,9",Viga de concreto armado,-8.15079995,-39.1102841,"3",30/01/2025,05/08/2025,,20<OAE<=60m (A2),5,,InR
40167,Ponte sobre o Rio Faustino,PE,116,"37,4","42","10",Viga caixão de concreto armado,-8.16686872,-39.10658488,"3",30/01/2025,05/08/2025,,20<OAE<=60m (A2),5,,InR
140077,Ponte sobre o Rio Piranhas - Açu,RN,226,"245,66","352","11,9",Viga de concreto armado,-6.02971667,-37.01858333,"4",18/03/2025,05/08/2025,,120<OAE<=500m (A4),7,,InR
140078,Ponte Sobre Riacho Riachão,RN,226,"250,21","19,7","10,8",Viga de concreto armado,-5.9981878,-37.03548265,"4",18/03/2025,05/08/2025,,OAE<=20m (A1),7,,InR
140079,Ponte Sobre Riacho do Alemão,RN,226,"254,84","16","11",Laje de concreto armado,-5.95625321,-37.03933106,"4",18/03/2025,05/08/2025,,OAE<=20m (A1),7,,InR
140080,Ponte sobre o Riacho do Açude,RN,226,"257,17","31,5","10,8",Viga de concreto armado,-5.9422065,-37.05322305,"4",18/03/2025,05/08/2025,,20<OAE<=60m (A2),7,,InR
140081,Ponte sobre o Riacho do Vital,RN,226,"259,58","32,4","10,8",Laje de concreto armado,-5.9303,-37.07221667,"4",18/03/2025,05/08/2025,,20<OAE<=60m (A2),7,,InR
140082,Ponte sobre o Riacho do Areré,RN,226,"268,22","32,5","11",Laje de concreto armado,-5.89075,-37.13803333,"4",18/03/2025,05/08/2025,,20<OAE<=60m (A2),7,,InR
140083,"Ponte km 270,21",RN,226,"270,21","32,5","11",Laje de concreto armado,-5.88915,-37.15596667,"3",18/03/2025,05/08/2025,,20<OAE<=60m (A2),7,,InR
140120,Ponte sobre o Riacho Anastácio,RN,427,"113,06","12,3","8,2",Laje de concreto armado,-6.46655,-37.20218333,"4",18/03/2025,05/08/2025,,OAE<=20m (A1),6,,InR
140121,Ponte sobre o Riacho das Emas,RN,427,"130,75","14,1","8,2",Laje de concreto armado,-6.54517675,-37.2540226,"4",18/03/2025,05/08/2025,,OAE<=20m (A1),6,,InR
140122,Ponte sobre o Riacho das Areias,RN,427,"130,6","16,3","8,2",Laje de concreto armado,-6.5884,-37.29533333,"3",18/03/2025,05/08/2025,,OAE<=20m (A1),6,,InR
140123,Ponte sobre o Rio Solidão,RN,427,"141,18","40","10",Viga de concreto armado,-6.60895602,-37.32095328,"4",18/03/2025,05/08/2025,,20<OAE<=60m (A2),6,,InR
140125,Ponte sobre o Rio Canuto,RN,427,"147,01","10,65","8,6",Laje de concreto armado,-6.6385655,-37.3615272,"4",18/03/2025,05/08/2025,,OAE<=20m (A1),6,,InR
140126,Ponte sobre o Rio Espinharas,RN,427,"150,85","150","10",Viga de concreto armado,-6.65932552,-37.38702376,"4",18/03/2025,05/08/2025,,120<OAE<=500m (A4),6,,InR
130213,Ponte sobre o Rio Boa Vista,PB,412,"19,29","30","13,15",Viga de concreto armado,-7.26083628,-36.23540859,"2",19/03/2025,06/08/2025,,20<OAE<=60m (A2),1,,InR
40088,Ponte sobre o Riacho Três Riachos,PE,232,"487,98","56","10",Viga de concreto armado,-8.00596282,-38.96601079,"1",30/01/2025,06/08/2025,,20<OAE<=60m (A2),5,,InR
40090,Ponte sobre o Rio Pitombeira,PE,232,"499,95","68","10",Viga de concreto armado,-8.03919662,-39.0628305,"3",30/01/2025,06/08/2025,,60>OAE<=120m (A3),5,,InR
40110,Ponte sobre o Rio Mandim,PE,232,"504,9","58","10",Viga de concreto armado,-8.05984239,-39.10237162,"3",30/01/2025,06/08/2025,,20<OAE<=60m (A2),5,,InR
40132,"Viaduto km 94,09 (LD)",PE,101,"94,09","36","11,3",Viga de concreto protendido,-8.24863333,-35.00781667,"4",30/01/2025,06/08/2025,,20<OAE<=60m (A2),1,,InR
40133,"Viaduto km 94,13 (LE)",PE,101,"94,13","40,4","11",Viga de concreto protendido,-8.24875,-35.00803333,"4",30/01/2025,06/08/2025,,20<OAE<=60m (A2),1,,InR
40628,"Ponte Inservível km 483,52",PE,232,"483,52","13,1","6",Viga de concreto armado,-8.00765,-38.91923333,"4",30/01/2025,06/08/2025,,OAE<=20m (A1),5,,InR
40086,Ponte Verdejante II,PE,232,"484,07","7,4","10,3",Viga de concreto armado,-8.00867055,-38.93466554,"3",30/01/2025,06/08/2025,,OAE<=20m (A1),5,,InR
40089,Ponte sobre o Riacho Algodões,PE,232,"494,3","4,6","11",Laje de concreto armado,-8.01528532,-39.02078309,"3",30/01/2025,06/08/2025,,OAE<=20m (A1),5,,InR
140084,Ponte Sobre o Riacho do Tapuio,RN,226,"275,37","48,1","11",Laje de concreto armado,-5.8624,-37.19051667,"1",18/03/2025,06/08/2025,,20<OAE<=60m (A2),7,,InR
140085,"Ponte km 287,48",RN,226,"287,48","20,6","10,4",Viga de concreto armado,-5.8613,-37.29306667,"4",18/03/2025,06/08/2025,,OAE<=20m (A1),7,,InR
140192,Ponte sobre o Rio Seridó I,RN,427,"1,19","200,6","13,8",Viga de concreto protendido,-6.47215,-37.05971667,"4",18/03/2025,06/08/2025,,120<OAE<=500m (A4),6,,InR
210029,Ponte sobre o Rio Tejupeba (LE),SE,101,"120,32","29,9","12,85",Viga de concreto armado,-11.03639094,-37.33846221,"3",28/01/2025,06/08/2025,,20<OAE<=60m (A2),2,,InR
210036,Ponte sobre o Rio Tabocas (LD),SE,101,"123,29","22,5","13",Viga de concreto armado,-11.03995,-37.36481667,"4",28/01/2025,06/08/2025,,20<OAE<=60m (A2),2,,InR
210077,Ponte sobre o Rio Tabocas (LE),SE,101,"123,29","19,95","12,95",Viga de concreto armado,-11.03991667,-37.36468333,"4",28/01/2025,06/08/2025,,OAE<=20m (A1),2,,InR
200049,Ponte sobre o Rio Ipanema,AL,316,"83,16","101","8,3",Viga de concreto armado,-9.3666,-37.25951667,"4",29/11/2025,07/08/2025,,60>OAE<=120m (A3),2,,InR
200110,Ponte sobre o Afluente do Rio Ipanema I,AL,316,"84,62","12","11",Viga de concreto armado,-9.36864809,-37.24664939,"3",29/11/2025,07/08/2025,,OAE<=20m (A1),2,,InR
200111,Viaduto Deraldo Campos,AL,316,"84,95","8,4","10,1",Laje de concreto armado,-9.36981821,-37.24392496,"4",29/11/2025,07/08/2025,,OAE<=20m (A1),2,,InR
130201,Ponte sobre o Açude São Sebastião,PB,104,"100,7","30","10",Viga de concreto armado,-7.05115527,-35.85524533,"1",19/03/2025,07/08/2025,,20<OAE<=60m (A2),4,,InR
130244,Ponte Remígio I,PB,104,"73,01","12","8",Viga de concreto armado,-6.89142588,-35.90190461,"2",19/03/2025,07/08/2025,,OAE<=20m (A1),4,,InR
40107,Ponte sobre o Rio Barreiras,PE,232,"479,44","42","10",Viga de concreto protendido,-8.01479053,-38.8945014,"4",30/01/2025,07/08/2025,,20<OAE<=60m (A2),5,,InR
40016,Ponte Mirandiba II,PE,232,"468,41","11,4","11,4",Viga de concreto armado,-8.02086433,-38.79704977,"2",30/01/2025,07/08/2025,,OAE<=20m (A1),5,,InR
40085,Ponte Verdejante I,PE,232,"482,27","11,3","11",Laje de concreto protendido,-8.0070349,-38.91880115,"3",30/01/2025,07/08/2025,,OAE<=20m (A1),5,,InR
40007,Pontilhão sobre o Afluente do Riacho Barriguda,PE,232,"466,95","4","11,3",Laje de concreto armado,-8.02363085,-38.78412906,"2",30/01/2025,07/08/2025,,OAE<=20m (A1),5,,InR
210037,Ponte sobre o Rio Fundo (LD),SE,101,"128","74,7","12,95",Viga de concreto protendido,-11.07783842,-37.36586258,"4",28/01/2025,07/08/2025,,60>OAE<=120m (A3),2,,InR
210057,Ponte sobre o Rio Tejupeba (LD),SE,101,"120,31","29,3","12,85",Viga de concreto protendido,-11.03626862,-37.3385007,"4",28/01/2025,07/08/2025,,20<OAE<=60m (A2),2,,InR
210078,Ponte sobre o Rio Fundo (LE),SE,101,"128","60","12,95",Viga de concreto armado,-11.07796322,-37.36578637,"4",28/01/2025,07/08/2025,,20<OAE<=60m (A2),2,,InR
130025,Ponte sobre o Rio Dois Rios (LE),PB,101,"123,53","39,7","13,6",Viga de concreto armado,-7.46340173,-34.97867233,"4",19/03/2025,08/08/2025,,20<OAE<=60m (A2),3,,InR
130214,Ponte sobre o Afluente do Rio Boa Vista I,PB,412,"29,13","26","13",Viga de concreto armado,-7.29576388,-36.31375162,"2",19/03/2025,08/08/2025,,20<OAE<=60m (A2),1,,InR
130287,Ponte sobre o Rio Joãozinho,PB,412,"27,72","73,8","13",Viga de concreto armado,-7.29125872,-36.30191037,"4",19/03/2025,08/08/2025,,60>OAE<=120m (A3),1,,InR
40118,Ponte sobre o Rio Gurjaú (LE),PE,101,"95,32","45","11,7",Viga de concreto protendido,-8.25080414,-35.01393035,"3",30/01/2025,08/08/2025,,20<OAE<=60m (A2),1,,InR
130041,Ponte sobre o Rio Preto (LD),PB,101,"79,5","74,57","13,7",Viga de concreto armado,-7.11602009,-34.95354965,"2",19/03/2025,09/08/2025,,60>OAE<=120m (A3),18,,InR
130042,Ponte sobre o Rio Preto (LE),PB,101,"79,58","70","11,5",Viga de concreto armado,-7.11593856,-34.95281673,"3",19/03/2025,09/08/2025,,60>OAE<=120m (A3),18,,InR
130043,Viaduto Santa Rita V (LD),PB,101,"78,38","30","13,6",Viga de concreto armado,-7.11141437,-34.96207732,"4",19/03/2025,09/08/2025,,20<OAE<=60m (A2),18,,InR
130044,Viaduto Santa Rita V (LE),PB,101,"78,38","23,1","11,5",Viga de concreto armado,-7.11136594,-34.96193226,"4",19/03/2025,09/08/2025,,20<OAE<=60m (A2),18,,InR
140012,"Ponte km 165,76 (LE)",RN,101,"165,76","50","11,5",Viga de concreto armado,-6.41358333,-35.12835,"1",18/03/2025,09/08/2025,,20<OAE<=60m (A2),1,,InR
140018,Ponte sobre Rio Trairi (LD),RN,101,"127,85","39,6","11,5",Viga de concreto armado,-6.1008,-35.2344,"3",18/03/2025,09/08/2025,,20<OAE<=60m (A2),1,,InR
140019,Ponte sobre o Rio Trairi (LE),RN,101,"127,85","39,6","13,8",Viga de concreto armado,-6.1008,-35.23421667,"4",18/03/2025,09/08/2025,,20<OAE<=60m (A2),1,,InR
140020,Ponte sobre o Rio Curimataú (LD),RN,101,"165,47","120","13,5",Viga de concreto armado,-6.4113,-35.12985,"2",18/03/2025,09/08/2025,,60>OAE<=120m (A3),1,,InR
140021,Ponte sobre o Rio Curimataú (LE),RN,101,"165,47","101","11,5",Viga de concreto armado,-6.41126667,-35.12968333,"2",18/03/2025,09/08/2025,,60>OAE<=120m (A3),1,,InR
140022,"Ponte km 165,76 (LD)",RN,101,"165,76","61","13,7",Viga de concreto armado,-6.41361667,-35.12853333,"4",18/03/2025,09/08/2025,,20<OAE<=60m (A2),1,,InR
