codigo_SGO,Identificacao_OAE,UF,Rodovia_(BR),km,Extensao_(m),Largura_(m),Tipo_Estrutura,Latitude,Longitude,Nota_Atual_SGO_(2021),Visita_SR_(Data_Realizada),Data_Inspecao_Realizada,Visita_na_OAE,Faixa_Extensao_OAE,Corredor,Obs.:,Tipo_Inspecao 
210084,"Viaduto km 1,71 (LD)",SE,235,"1,71","43","17,55",Viga caixão de concreto protendido,-10.90761667,-37.09091667,"2",28/01/2025,12/02/2025,,20<OAE<=60m (A2),1,,InR
210086,"Viaduto km 1,71 (LE)",SE,235,"1,71","43","14,4",Laje de concreto armado,-10.907792,-37.090918,"3",28/01/2025,12/02/2025,,20<OAE<=60m (A2),1,,InR
210012,Viaduto sobre a BR-101,SE,235,"8,34","42","18,2",Viga de concreto protendido,-10.8842188,-37.1330408,"3",28/01/2025,17/02/2025,,20<OAE<=60m (A2),1,,InR
200155,Viaduto Ponte Real do Colégio I (LE),AL,101,"246,6","36","12",Viga de concreto protendido,-10.18171474,-36.82845286,"4",29/11/2025,18/02/2025,,20<OAE<=60m (A2),1,,InR
210050,Viaduto sobre a BR-235,SE,101,"91,77","40,35","24,2",Viga de concreto protendido,-10.90276026,-37.13170693,"4",28/01/2025,18/02/2025,,20<OAE<=60m (A2),1,,InR
200084,Ponte sobre o Rio Boacica (LE),AL,101,"217,1","75","13,5",Viga de concreto protendido,-10.0382573,-36.643156,"4",29/11/2025,19/02/2025,,60>OAE<=120m (A3),1,,InR
210011,Ponte  Sobre o Rio Madre de Deus,SE,235,"17,91","8,3","9,65",Viga de concreto armado,-10.8466958,-37.20870607,"3",28/01/2025,19/02/2025,,OAE<=20m (A1),1,,InR
210013,Pontilhão sobre o Rio Madre,SE,235,"18,24","5,2","9,6",Laje de concreto armado,-10.84427557,-37.21043074,"2",28/01/2025,19/02/2025,,OAE<=20m (A1),1,,InR
210014,"Pontilhão sobre o Riacho Buti Br-235/SE km 18,96",SE,235,"18,96","5,2","9",Laje de concreto armado,-10.84087225,-37.21547101,"2",28/01/2025,19/02/2025,,OAE<=20m (A1),1,,InR
200146,Viaduto Junqueiro I (LD),AL,101,"183,19","13,3","11,95",Laje de concreto armado,-9.8972788,-36.41655275,"4",29/11/2025,20/02/2025,,OAE<=20m (A1),1,,InR
200165,Viaduto Junqueiro I (LE),AL,101,"183,19","15,04","11,95",Laje de concreto armado,-9.89741216,-36.41648656,"4",29/11/2025,20/02/2025,,OAE<=20m (A1),1,,InR
210018,Ponte sobre o Rio das Pedras,SE,235,"41","11,55","9,6",Viga de concreto armado,-10.7698362,-37.37309291,"2",28/01/2025,20/02/2025,,OAE<=20m (A1),1,,InR
210020,Ponte sobre o Riacho do Guri,SE,235,"68,14","9,9","12,8",Laje de concreto armado,-10.57304246,-37.50417434,"3",28/01/2025,21/02/2025,,OAE<=20m (A1),1,,InR
210021,Ponte sobre o Riacho Imbira,SE,235,"69,59","12,5","12,8",Viga de concreto armado,-10.56422155,-37.51376402,"3",28/01/2025,21/02/2025,,OAE<=20m (A1),1,,InR
210027,Ponte sobre o Riacho Coité,SE,235,"75,5","27,5","12,8",Viga de concreto armado,-10.54238224,-37.55952451,"3",28/01/2025,21/02/2025,,20<OAE<=60m (A2),1,,InR
200071,Viaduto Teotônio Vilela III,AL,101,"174,71","36,1","24,3",Viga de concreto protendido,-9.9070563,-36.3506544,"4",29/11/2025,22/02/2025,,20<OAE<=60m (A2),1,,InR
200072,Viaduto Teotônio Vilela IV (LD),AL,101,"178,33","14,3","12,45",Ponte em laje de concreto protendido,-9.8910577,-36.37939083,"4",29/11/2025,22/02/2025,,OAE<=20m (A1),1,,InR
200077,Viaduto Teotônio Vilela IV (LE),AL,101,"178,33","14,3","11,7",Ponte em laje de concreto protendido,-9.89119227,-36.3794684,"4",29/11/2025,22/02/2025,,OAE<=20m (A1),1,,InR
200152,Viaduto São Sebastião I (LD),AL,101,"195,95","14,3","11,5",Ponte em laje de concreto armado,-9.93441814,-36.49875475,"4",29/11/2025,22/02/2025,,OAE<=20m (A1),1,,InR
200153,Viaduto São Sebastião I (LE),AL,101,"195,95","14,3","12,2",Ponte em laje de concreto armado,-9.93455518,-36.4988156,"4",29/11/2025,22/02/2025,,OAE<=20m (A1),1,,InR
200154,Viaduto Ponte Real do Colégio I (LD),AL,101,"246,6","36","12",Viga de concreto protendido,-10.18166265,-36.82859649,"4",29/11/2025,22/02/2025,,20<OAE<=60m (A2),1,,InR
200045,Viaduto Campo Alegre II (LD),AL,101,"163,96","14,5","12,25",Ponte em laje de concreto protendido,-9.90042973,-36.25726486,"4",29/11/2025,24/02/2025,,OAE<=20m (A1),1,,InR
200046,Viaduto Campo Alegre II (LE),AL,101,"163,96","14,5","12,15",Ponte em laje de concreto protendido,-9.90058526,-36.25726938,"4",29/11/2025,24/02/2025,,OAE<=20m (A1),1,,InR
200047,Viaduto sobre AL-105 (LD),AL,101,"168,28","14,95","11,95",Laje de concreto armado,-9.89915695,-36.29657622,"4",29/11/2025,24/02/2025,,OAE<=20m (A1),1,,InR
200048,Viaduto sobre AL-105 (LE),AL,101,"168,28","14,95","11,95",Laje de concreto armado,-9.89931157,-36.29658042,"4",29/11/2025,24/02/2025,,OAE<=20m (A1),1,,InR
40623,Ponte sobre o Rio Jacuípe (LE),PE,101,"214,42","75,97","11,5",Viga de concreto armado,-8.87899544,-35.62896605,"3",30/01/2025,24/02/2025,,60>OAE<=120m (A3),1,,InR
210023,Ponte sobre o Rio Salgado II,SE,235,"85,5","37","12,8",Viga de concreto armado,-10.54265758,-37.64201635,"3",28/01/2025,24/02/2025,,20<OAE<=60m (A2),1,,InR
210038,Ponte Frei Paulo I,SE,235,"91,66","7,73","13,7",Laje de concreto armado,-10.49039839,-37.65659496,"4",28/01/2025,24/02/2025,,OAE<=20m (A1),1,,InR
210089,Passarela,SE,235,"2,1","0","-",Não informado,-10.90723991,-37.09455109,"-",28/01/2025,24/02/2025,,OAE<=20m (A1),1,Passarela,InCR
210091,Passarela,SE,235,"4,7","0","-",Não informado,-10.906759,-37.099085,"-",28/01/2025,24/02/2025,,OAE<=20m (A1),1,Passarela,InCR
200043,Viaduto Campo Alegre I (LD),AL,101,"156,07","15","12,05",Ponte em laje de concreto protendido,-9.89099373,-36.18883951,"4",29/11/2025,25/02/2025,,OAE<=20m (A1),1,,InR
200044,Viaduto Campo Alegre I (LE),AL,101,"156,07","15","12,1",Ponte em laje de concreto protendido,-9.89114758,-36.18881401,"4",29/11/2025,25/02/2025,,OAE<=20m (A1),1,,InR
200171,Viaduto Jequiá da Praia III (LD),AL,101,"151,14","15","12",Laje de concreto armado,-9.89409309,-36.1449577,"4",29/11/2025,25/02/2025,,OAE<=20m (A1),1,,InR
200172,Viaduto Jequiá da Praia III (LE),AL,101,"151,14","15","12",Laje de concreto armado,-9.89424571,-36.1449256,"4",29/11/2025,25/02/2025,,OAE<=20m (A1),1,,InR
210019,Ponte sobre o Rio Tabocas,SE,235,"46,48","10,3","9,5",Viga de concreto armado,-10.73575167,-37.40835498,"3",28/01/2025,27/02/2025,,OAE<=20m (A1),1,,InR
210022,Ponte sobre o Rio Salgado I,SE,235,"80,52","31,2","13,6",Viga de concreto armado,-10.54463321,-37.60406097,"2",28/01/2025,28/02/2025,,20<OAE<=60m (A2),1,,InR
200039,Viaduto Jequiá da Praia I (LD),AL,101,"143,64","15,2","12",Ponte em laje de concreto protendido,-9.84045176,-36.1355797,"4",29/11/2025,03/03/2025,,OAE<=20m (A1),1,,InR
200040,Viaduto Jequiá da Praia I (LE),AL,101,"143,64","15,2","12",Ponte em laje de concreto protendido,-9.84053126,-36.1354435,"4",29/11/2025,03/03/2025,,OAE<=20m (A1),1,,InR
200041,Viaduto Jequiá da Praia II (LD),AL,101,"147,06","14,4","11,6",Ponte em laje de concreto protendido,-9.86839794,-36.14103651,"4",29/11/2025,03/03/2025,,OAE<=20m (A1),1,,InR
200042,Viaduto Jequiá da Praia II (LE),AL,101,"147,06","14,4","12,15",Ponte em laje de concreto protendido,-9.86834395,-36.14089522,"4",29/11/2025,03/03/2025,,OAE<=20m (A1),1,,InR
40750,Passarela do Ibura,PE,101,"77","44,4","-",Viga de concreto armado,-8.1268,-34.943982,"-",30/01/2025,04/03/2025,,20<OAE<=60m (A2),1,Passarela,InCR
200176,Passagem inferior Pilar I (LE),AL,101,"106,33","15","12",Laje de concreto armado,-9.58593749,-35.9996977,"4",29/11/2025,12/03/2025,,OAE<=20m (A1),1,,InR
200177,Passagem inferior Pilar I (LD),AL,101,"106,33","15","12",Laje de concreto armado,-9.58578319,-35.99972021,"4",29/11/2025,12/03/2025,,OAE<=20m (A1),1,,InR
210015,"Ponte km 22,63",SE,235,"22,63","8,35","9,5",Viga de concreto armado,-10.8201315,-37.2402476,"2",28/01/2025,19/03/2025,,OAE<=20m (A1),1,,InR
210016,Pontilhão sobre o Riacho Cabotah,SE,235,"19,31","5","9,5",Laje de concreto armado,-10.83898727,-37.21783891,"2",28/01/2025,19/03/2025,,OAE<=20m (A1),1,,InR
210017,Ponte sobre o Rio Cotinguiba,SE,235,"26,77","12,8","9,5",Viga de concreto armado,-10.80013112,-37.27123333,"3",28/01/2025,19/03/2025,,OAE<=20m (A1),1,,InR
200029,Viaduto sob a BR-316,AL,101,"101,47","60,4","12,9",Viga de concreto protendido,-9.56578497,-35.96990584,"4",29/11/2025,24/03/2025,,20<OAE<=60m (A2),1,,InR
200022,Ponte sobre o Rio Satuba (LE),AL,101,"96,82","76,2","13,7",Viga de concreto armado,-9.5330028,-35.94985287,"4",29/11/2025,25/03/2025,,60>OAE<=120m (A3),1,,InR
200018,Ponte sobre o Rio Satuba (LD),AL,101,"96,83","51","11,5",Viga de concreto armado,-9.53303632,-35.95002872,"4",29/11/2025,26/03/2025,,20<OAE<=60m (A2),1,,InR
200017,Ponte sobre o Rio Uruba (LD),AL,101,"96,46","41,3","11,8",Viga caixão de concreto armado,-9.52841439,-35.94681861,"4",29/11/2025,27/03/2025,,20<OAE<=60m (A2),1,,InCR
200016,Viaduto Rio Largo II (LD),AL,101,"86","75,45","11,3",Viga de concreto armado,-9.4707704,-35.8799486,"4",29/11/2025,31/03/2025,,60>OAE<=120m (A3),1,,InCR
200141,"Viaduto km 88,00 (LE)",AL,101,"88","10,55","12,2",Ponte em laje de concreto protendido,-9.48325295,-35.89356909,"4",29/11/2025,31/03/2025,,OAE<=20m (A1),1,,InR
200142,"Viaduto km 88,00 (LD)",AL,101,"88","10,55","12,65",Ponte em laje de concreto protendido,-9.48313153,-35.89366545,"4",29/11/2025,31/03/2025,,OAE<=20m (A1),1,,InR
200157,Viaduto Rio Largo II (LE),AL,101,"86","76,5","13,3",Viga de concreto protendido,-9.47082362,-35.87982042,"4",29/11/2025,31/03/2025,,60>OAE<=120m (A3),1,,InR
40278,"Viaduto km 72,92",PE,101,"72,91","49,1","16,6",Viga caixão de concreto armado,-8.09244538,-34.94736651,"3",30/01/2025,31/03/2025,,20<OAE<=60m (A2),1,,InR
210034,Viaduto Nossa Senhora do Socorro I,SE,101,"85,62","12,2","27,8",Viga de concreto armado,-10.84792889,-37.13668748,"4",28/01/2025,17/04/2025,,OAE<=20m (A1),3,,InR
210005,Ponte sobre o Rio Cotinguiba (LD),SE,101,"83,87","180,5","11,3",Viga de concreto armado,-10.83393369,-37.13801735,"4",28/01/2025,30/04/2025,,120<OAE<=500m (A4),3,,InR
210048,Ponte sobre o Rio Cotinguiba (LE),SE,101,"83,88","181,4","11,4",Viga de concreto armado,-10.83392457,-37.13791269,"3",28/01/2025,30/04/2025,,120<OAE<=500m (A4),3,,InR
210049,Viaduto Nossa Senhora do Socorro II,SE,101,"85,79","21,1","25,8",Viga de concreto armado,-10.84950655,-37.13653543,"4",28/01/2025,30/04/2025,,OAE<=20m (A1),3,,InR
210090,Passarela,SE,101,"87,9","0","-",Não informado,-10.870461,-37.13455,"-",28/01/2025,30/04/2025,,OAE<=20m (A1),3,Passarela,InCR
210069,Viaduto Laranjeiras I,SE,101,"81,8","23,2","28,45",Viga de concreto armado,-10.81361348,-37.13978216,"4",28/01/2025,07/05/2025,,20<OAE<=60m (A2),3,,InR
210028,Ponte sobre o Rio Sergipe (LE),SE,101,"77,13","275","11,25",Viga de concreto armado,-10.77602967,-37.13303783,"4",28/01/2025,08/05/2025,,120<OAE<=500m (A4),3,,InCR
210047,Ponte sobre o Rio Sergipe (LD),SE,101,"76,84","269,5","12,95",Viga de concreto protendido,-10.77591404,-37.13309092,"4",28/01/2025,08/05/2025,,120<OAE<=500m (A4),3,,InR
40153,Viaduto Recife 01 (LE),PE,408,"96,05","45,75","10,35",Viga de concreto protendido,-8.06461141,-34.99027009,"4",30/01/2025,13/05/2025,,20<OAE<=60m (A2),3,,InR
40154,Viaduto Recife I (LD),PE,408,"96,06","45,5","10,35",Viga de concreto protendido,-8.0647063,-34.99026827,"4",30/01/2025,13/05/2025,,20<OAE<=60m (A2),3,,InR
140198,Viaduto Abel Cabral,RN,101,"98,66","30,5","26,4",Viga de concreto protendido,-5.86926667,-35.21843333,"4",18/03/2025,13/05/2025,,20<OAE<=60m (A2),2,,InR
140204,Túnel da Avenida das Alagoas,RN,101,"97,72","7,6","58,6",Viga de concreto armado,-5.8617,-35.21495,"3",18/03/2025,13/05/2025,,OAE<=20m (A1),2,,InR
200028,Viaduto sob a BR-104 (LE),AL,101,"79,14","80","7,36",Não informado,-9.44110558,-35.83744218,"4",29/11/2025,14/05/2025,,60>OAE<=120m (A3),1,,InR
140008,Ponte sobre o Rio Punaú,RN,101,"27,23","32","10,7",Viga de concreto armado,-5.34805946,-35.39104053,"4",18/03/2025,14/05/2025,,20<OAE<=60m (A2),2,,InR
140009,Ponte sobre o Rio Maxaranguape,RN,101,"45,33","40","10,7",Viga de concreto armado,-5.4881703,-35.32406608,"4",18/03/2025,14/05/2025,,20<OAE<=60m (A2),2,,InR
140010,Ponte sobre o Riacho Riachão,RN,101,"48,06","32","10,7",Viga de concreto armado,-5.51255814,-35.32036173,"4",18/03/2025,14/05/2025,,20<OAE<=60m (A2),2,,InR
140011,Ponte sobre o Rio Ceará-Mirim,RN,101,"67,83","103,6","11,6",Laje de concreto armado,-5.6653,-35.25188333,"2",18/03/2025,14/05/2025,,60>OAE<=120m (A3),2,,InR
40172,Viaduto Jaboatão dos Guararapes II (LD),PE,408,"97,04","23,6","11,4",Viga de concreto protendido,-8.07333625,-34.99211119,"4",30/01/2025,15/05/2025,,20<OAE<=60m (A2),3,,InR
40173,Viaduto Jaboatão dos Guararapes II (LE),PE,408,"97,04","23,6","11,4",Viga de concreto protendido,-8.07336336,-34.99201118,"4",30/01/2025,15/05/2025,,20<OAE<=60m (A2),3,,InR
40275,Viaduto sob a Rua Leandro Barreto,PE,101,"71,55","187","11,2",Viga caixão de concreto armado,-8.08126089,-34.94395077,"3",30/01/2025,19/05/2025,,120<OAE<=500m (A4),1,,InR
200027,Viaduto sob a BR-104 (LD),AL,101,"79,14","80","7,36",Não informado,-9.44122528,-35.83751118,"4",29/11/2025,20/05/2025,,60>OAE<=120m (A3),1,,InR
200138,Viaduto Rio Largo I (LE),AL,101,"80,5","10,85","12,7",Laje de concreto armado,-9.44695687,-35.84551924,"4",29/11/2025,20/05/2025,,OAE<=20m (A1),1,,InR
200139,Viaduto Rio Largo I (LD),AL,101,"80,5","10,85","12,6",Laje de concreto armado,-9.44680118,-35.8455345,"4",29/11/2025,20/05/2025,,OAE<=20m (A1),1,,InR
40273,"Viaduto km 70,87 (LD)",PE,101,"70,87","343,4","9,5",Viga caixão de concreto armado,-8.07516667,-34.94436667,"2",30/01/2025,20/05/2025,,120<OAE<=500m (A4),1,,InR
40274,"Viaduto km 70,85 (LE)",PE,101,"70,85","270,4","9,5",Viga caixão de concreto armado,-8.07505,-34.94435,"2",30/01/2025,20/05/2025,,120<OAE<=500m (A4),1,,InR
200169,Passagem inferior Messias I (LE),AL,101,"71,1","8","20,1",Laje de concreto armado,-9.37224909,-35.82921422,"4",29/11/2025,22/05/2025,,OAE<=20m (A1),1,,InR
40156,Viaduto sob a BR-232 (LE),PE,408,"97,75","189","11,9",Viga caixão de concreto armado,-8.08014751,-34.99195598,"3",30/01/2025,22/05/2025,,120<OAE<=500m (A4),3,,InR
40157,Viaduto sob a BR-232 (LD),PE,408,"104,21","164,2","12",Viga de concreto protendido,-8.08021464,-34.99173601,"5",30/01/2025,22/05/2025,,120<OAE<=500m (A4),3,,InR
200170,Passagem inferior Messias I (LD),AL,101,"71,2","8","19,12",Laje de concreto armado,-9.37239886,-35.82929995,"4",29/11/2025,23/05/2025,,OAE<=20m (A1),1,,InR
210033,Ponte sobre o Rio Ganhamaroba (LE),SE,101,"69,99","22","12,95",Viga de concreto armado,-10.73340389,-37.08601532,"2",28/01/2025,27/05/2025,,OAE<=20m (A1),3,,InR
210070,Ponte sobre o Rio Ganhamaroba (LD),SE,101,"69,98","49,5","12,95",Viga de concreto protendido,-10.73320189,-37.08601901,"4",28/01/2025,27/05/2025,,20<OAE<=60m (A2),3,,InR
200175,Ponte sobre o Rio Uruba (LE),AL,101,"96,71","40","14",Viga de concreto protendido,-9.52858333,-35.94678333,"4",29/11/2025,28/05/2025,,20<OAE<=60m (A2),1,,InR
210003,Viaduto sobre Ferrovia Maruim I (LD),SE,101,"67,2","34,6","12,95",Viga de concreto armado,-10.71822028,-37.06551295,"4",28/01/2025,28/05/2025,,20<OAE<=60m (A2),3,,InR
210004,Viaduto sobre Ferrovia Maruim I (LE),SE,101,"67,19","23,95","10,235",Laje de concreto protendido,-10.71829741,-37.065417,"2",28/01/2025,30/05/2025,,20<OAE<=60m (A2),3,,InR
140197,Viaduto Neópolis,RN,101,"97,08","31,5","26,5",Viga de concreto protendido,-5.85846229,-35.21337735,"4",18/03/2025,31/05/2025,,20<OAE<=60m (A2),2,,InR
140200,Passagem inferior Av. Maria Lacerda,RN,101,"99,39","26,8","19,4",Viga de concreto protendido,-5.87572433,-35.22249908,"5",18/03/2025,31/05/2025,,20<OAE<=60m (A2),2,,InR
140013,"Viaduto km 84,42",RN,101,"84,42","167,4","17",Viga de concreto armado,-5.77551667,-35.25445,"4",18/03/2025,01/06/2025,,120<OAE<=500m (A4),2,,InR
140014,Ponte sobre o Rio Potengi (LD),RN,101,"85,4","590","10,6",Viga de concreto armado,-5.7794828,-35.2486475,"2",18/03/2025,01/06/2025,,500<OAE<=1000m (A5),2,,InR
140015,Ponte sobre o Rio Potengi (LE),RN,101,"85,39","590","16,1",Viga de concreto armado,-5.77935508,-35.24857412,"2",18/03/2025,01/06/2025,,500<OAE<=1000m (A5),2,,InR
140017,"Viaduto km 103,94 sobre Ferrovia",RN,101,"103,94","127","9,3",Viga de concreto armado,-5.89166667,-35.2554,"3",18/03/2025,01/06/2025,,120<OAE<=500m (A4),2,,InR
140195,"Passagem Inferior km 84,46",RN,101,"84,46","95,6","11,8",Laje de concreto armado,-5.77528333,-35.25405,"4",18/03/2025,01/06/2025,,60>OAE<=120m (A3),2,,InR
210008,Ponte sobre o Rio Siriri (LE),SE,101,"64,88","38,35","13",Viga de concreto armado,-10.70303231,-37.05124954,"3",28/01/2025,02/06/2025,,20<OAE<=60m (A2),3,,InR
210071,Ponte sobre o Rio Siriri (LD),SE,101,"64,87","74,75","12,95",Viga de concreto protendido,-10.7028277,-37.05123739,"4",28/01/2025,02/06/2025,,60>OAE<=120m (A3),3,,InR
40624,Ponte sobre o Rio Jacuípe (LD),PE,101,"214,42","76","13,6",Viga de concreto armado,-8.87900016,-35.62911673,"4",30/01/2025,03/06/2025,,60>OAE<=120m (A3),1,,InR
210092,Viaduto Rosário do Catete I ,SE,101,"59","24","12",Ponte em laje de concreto protendido,-10.66001,-37.029596,"-",28/01/2025,,03/06/2025,20<OAE<=60m (A2),3,Obra sem uso,InCR
210026,Ponte sobre o Rio Lagoa Grande (LE),SE,101,"62,19","33","13",Viga de concreto armado,-10.68444071,-37.03567052,"4",28/01/2025,03/06/2025,,20<OAE<=60m (A2),3,,InR
210046,Ponte sobre o Rio Lagoa Grande (LD),SE,101,"61,98","39,7","12,95",Viga de concreto protendido,-10.68433924,-37.0357605,"4",28/01/2025,03/06/2025,,20<OAE<=60m (A2),3,,InR
210025,Ponte sobre o Rio Cafundó (LE),SE,101,"46,03","10,3","12,95",Viga de concreto armado,-10.57774869,-36.96498535,"4",28/01/2025,04/06/2025,,OAE<=20m (A1),3,,InR
210043,Ponte sobre o Rio Cafundó (LD),SE,101,"47,02","24,5","12,95",Viga de concreto armado,-10.57767135,-36.96510662,"4",28/01/2025,04/06/2025,,20<OAE<=60m (A2),3,,InR
40264,Viaduto sob a BR-232 (LD),PE,101,"69,91","304","13",Viga caixão de concreto armado,-8.06755709,-34.94383699,"3",30/01/2025,05/06/2025,,120<OAE<=500m (A4),1,,InR
40650,Viaduto,PE,101,"70,13","165","8,5",Não informado,-8.0686903,-34.94094849,"-",30/01/2025,,05/06/2025,120<OAE<=500m (A4),1,OAE em esfera estadual,InCR
210032,Ponte sobre o Rio Lagartixo (LE),SE,101,"43,24","71,1","12,95",Viga de concreto armado,-10.54612583,-36.96999852,"4",28/01/2025,05/06/2025,,60>OAE<=120m (A3),3,,InR
210081,Ponte sobre o Rio Lagartixo (LD),SE,101,"43,2","124,94","12,95",Viga de concreto protendido,-10.54577373,-36.96990626,"4",28/01/2025,05/06/2025,,120<OAE<=500m (A4),3,,InR
40270,Viaduto Recife IV (LD),PE,101,"68,06","366,67","9,35",Viga caixão de concreto armado,-8.05068227,-34.94598037,"3",30/01/2025,06/06/2025,,120<OAE<=500m (A4),1,,InR
40271,Viaduto Recife IV (LE),PE,101,"68,06","366,67","9,35",Viga caixão de concreto armado,-8.05070736,-34.94586444,"2",30/01/2025,06/06/2025,,120<OAE<=500m (A4),1,,InR
210024,Ponte sobre o Rio Japaratuba (LE),SE,101,"42,46","100,45","11,4",Viga de concreto armado,-10.54040894,-36.96598395,"2",28/01/2025,09/06/2025,,60>OAE<=120m (A3),3,,InR
210042,Ponte sobre o Rio Japaratuba (LD),SE,101,"42,47","119,9","12,95",Viga de concreto protendido,-10.54032453,-36.96608243,"4",28/01/2025,09/06/2025,,60>OAE<=120m (A3),3,,InR
40272,"Viaduto km 69,44",PE,101,"69,44","341,5","9,2",Viga caixão de concreto armado,-8.06308333,-34.94425,"3",30/01/2025,10/06/2025,,120<OAE<=500m (A4),1,,InR
40115,"Viaduto km 76,14 (LD)",PE,101,"76,14","39","9,3",Viga caixão de concreto armado,-8.1193,-34.94316667,"4",30/01/2025,11/06/2025,,20<OAE<=60m (A2),1,,InR
40116,"Viaduto km 76,14 (LE)",PE,101,"76,14","39","8,8",Viga caixão de concreto armado,-8.1191,-34.94303333,"4",30/01/2025,11/06/2025,,20<OAE<=60m (A2),1,,InR
210072,Ponte sobre o Rio Japaratuba Mirim (LD),SE,101,"30,86","119,97","12,95",Viga de concreto protendido,-10.44845272,-36.93806555,"4",28/01/2025,11/06/2025,,60>OAE<=120m (A3),3,,InR
210073,Ponte sobre o Rio Japaratuba Mirim (LE),SE,101,"30,89","80,32","11,25",Viga de concreto armado,-10.44867803,-36.93801351,"3",28/01/2025,11/06/2025,,60>OAE<=120m (A3),3,,InR
40276,"Viaduto km 72,53 sobre Ferrovia (LD)",PE,101,"72,53","61,4","13,7",Viga caixão de concreto armado,-8.08926667,-34.94696667,"3",30/01/2025,12/06/2025,,20<OAE<=60m (A2),1,,InR
40277,"Viaduto km 72,53 sobre Ferrovia (LE)",PE,101,"72,53","61,2","13,7",Viga caixão de concreto armado,-8.0892,-34.9468,"4",30/01/2025,12/06/2025,,20<OAE<=60m (A2),1,,InR
40279,Ponte sobre Rio Tejipió (LD),PE,101,"73,19","32","13,9",Viga caixão de concreto armado,-8.09453333,-34.94855,"3",30/01/2025,12/06/2025,,20<OAE<=60m (A2),1,,InR
40280,Ponte sobre Rio Tejipió (LE),PE,101,"73,18","30","13,9",Viga caixão de concreto armado,-8.0946,-34.94841667,"1",30/01/2025,12/06/2025,,20<OAE<=60m (A2),1,,InR
210001,Ponte sobre o Riacho Patu (LE),SE,101,"29,31","16","11,4",Viga de concreto armado,-10.43528094,-36.93339205,"4",28/01/2025,12/06/2025,,20<OAE<=60m (A2),3,,InR
210041,Ponte sobre o Riacho Patu (LD),SE,101,"29,3","39,6","12,95",Viga de concreto protendido,-10.43513916,-36.93348691,"4",28/01/2025,12/06/2025,,20<OAE<=60m (A2),3,,InR
40268,Viaduto Recife III (LD),PE,101,"66,58","231,82","9,25",Viga caixão de concreto armado,-8.03791048,-34.94178536,"3",30/01/2025,16/06/2025,,120<OAE<=500m (A4),1,,InR
40269,Viaduto Recife III (LE),PE,101,"66,58","231,82","9,25",Viga caixão de concreto armado,-8.03794313,-34.94160573,"2",30/01/2025,16/06/2025,,120<OAE<=500m (A4),1,,InR
140024,Ponte sobre o Rio Levada (LE),RN,101,"166,2","49,9","11,5",Viga de concreto armado,-6.41693318,-35.12646258,"3",18/03/2025,16/06/2025,,20<OAE<=60m (A2),1,,InR
40266,Ponte sobre o Rio Capibaribe (LD),PE,101,"65,35","92,3","12,3",Viga caixão de concreto armado,-8.0270282,-34.94307859,"3",30/01/2025,17/06/2025,,60>OAE<=120m (A3),1,,InR
40267,Ponte sobre o Rio Capibaribe (LE),PE,101,"65,35","92,3","12,3",Viga caixão de concreto armado,-8.02704818,-34.94296449,"2",30/01/2025,17/06/2025,,60>OAE<=120m (A3),1,,InR
40265,Ponte sobre o Riacho Besouro,PE,101,"64,88","30,4","25,05",Viga caixão de concreto armado,-8.02287641,-34.94287193,"3",30/01/2025,17/06/2025,,20<OAE<=60m (A2),1,,InR
140046,"Viaduto km 147,79 (LD)",RN,101,"147,79","75,6","13,8",Viga de concreto armado,-6.27641667,-35.20686667,"4",18/03/2025,17/06/2025,,60>OAE<=120m (A3),1,,InR
140051,Viaduto Canguaretama I (LE),RN,101,"161,64","80,24","14",Viga de concreto armado,-6.38171728,-35.14660761,"4",18/03/2025,17/06/2025,,60>OAE<=120m (A3),1,,InR
140199,Viaduto Emaús,RN,101,"101,25","31,3","26,6",Viga de concreto protendido,-5.88677639,-35.23242473,"5",18/03/2025,17/06/2025,,20<OAE<=60m (A2),2,,InR
210010,Viaduto sobre Ferrovia Cedro de São João I (LE),SE,101,"10,12","31","12,75",Viga de concreto armado,-10.27660198,-36.87266623,"4",28/01/2025,18/06/2025,,20<OAE<=60m (A2),3,,InR
210061,Viaduto sobre Ferrovia Cedro de São João I (LD),SE,101,"10,1","74,75","12,95",Viga de concreto protendido,-10.27646918,-36.87272131,"4",28/01/2025,18/06/2025,,60>OAE<=120m (A3),3,,InR
40261,"Viaduto km 64,07 (LD)",PE,101,"64,07","36","10,5",Viga caixão de concreto armado,-8.01668333,-34.94095,"3",30/01/2025,20/06/2025,,20<OAE<=60m (A2),1,,InR
40262,"Viaduto km 64,07 (LE)",PE,101,"64,07","36","10,5",Viga caixão de concreto armado,-8.01676667,-34.94088333,"3",30/01/2025,20/06/2025,,20<OAE<=60m (A2),1,,InR
220095,Ponte sobre o Rio Pimenta Bueno,RO,435,"23,22","58","8,1",Viga de concreto armado,-12.86708043,-60.37038686,"4",13/05/2025,21/06/2025,,20<OAE<=60m (A2),10,,InR
130024,Ponte sobre o Rio Dois Rios (LD),PB,101,"123,52","25,3","10,8",Viga de concreto armado,-7.46351206,-34.97878479,"3",19/03/2025,22/06/2025,,20<OAE<=60m (A2),3,,InR
220142,Ponte sobre o Rio Escondido,RO,435,"93,15","63,5","8,1",Viga de concreto armado,-13.19096319,-60.67402917,"4",13/05/2025,22/06/2025,,60>OAE<=120m (A3),10,,InR
