NOME;LONGITUDE;LATITUDE;MAIS_SECO
FAZENDA PEDREIRAS;-46,7475;-4,409167;JULHO-AGOSTO-SETEMBRO
LAGOA;-43,358611;-5,484444;JUNHO-JULHO-AGOSTO
MENDES;-43,587222;-5,709167;JUNHO-JULHO-AGOSTO
VEREDA GRANDE;-43,415833;-5,97;JUNHO-JULHO-AGOSTO
FLORES;-44,928333;-5,419722;JUNHO-JULHO-AGOSTO
GRACA ARANHA;-44,335556;-5,405;JULHO-AGOSTO-SETEMBRO
RIO CORDA II;-45,313056;-5,7275;JULHO-AGOSTO-SETEMBRO
FORTALEZA;-46,238611;-5,604444;JUNHO-JULHO-AGOSTO
SITIO NOVO;-46,701944;-5,884167;JUNHO-JULHO-AGOSTO
BURITIRAMA;-47,019167;-5,594444;JUNHO-JULHO-AGOSTO
PASSAGEM FRANCA;-43,777778;-6,175556;JUNHO-JULHO-AGOSTO
COLINAS;-44,253889;-6,0275;JUNHO-JULHO-AGOSTO
MIRADOR (PCD-SIVAM);-44,359444;-6,369167;JUNHO-JULHO-AGOSTO
PORTO DO LOPES;-44,344444;-6,010278;JUNHO-JULHO-AGOSTO
CAMPO LARGO;-44,714444;-6,066944;JUNHO-JULHO-AGOSTO
PAPAGAIO;-45,399444;-5,985556;JUNHO-JULHO-AGOSTO
MATO GROSSO;-45,109167;-6,844167;JUNHO-JULHO-AGOSTO
FAZENDA SAO VICENTE;-46,333611;-6,818333;JUNHO-JULHO-AGOSTO
FAZENDA SEMPRE VIVA;-46,268889;-6,192778;JUNHO-JULHO-AGOSTO
TINGUIS;-41,975556;-3,723333;AGOSTO-SETEMBRO-OUTUBRO
ESPERANTINA (BOA ESPERANCA);-42,229444;-3,903333;AGOSTO-SETEMBRO-OUTUBRO
LUZILANDIA;-42,373333;-3,462222;AGOSTO-SETEMBRO-OUTUBRO
BARRA DA ONCA;-42,723889;-3,364722;AGOSTO-SETEMBRO-OUTUBRO
FAZENDA ALEGRIA;-42,193889;-4,410556;AGOSTO-SETEMBRO-OUTUBRO
MIGUEL ALVES;-42,89;-4,167222;AGOSTO-SETEMBRO-OUTUBRO
DUQUE BACELAR;-42,946111;-4,152778;AGOSTO-SETEMBRO-OUTUBRO
FAZENDA BOA ESPERANCA;-41,736944;-5,224722;JULHO-AGOSTO-SETEMBRO
PRATA DO PIAUI;-42,205556;-5,666389;JULHO-AGOSTO-SETEMBRO
TERESINA;-42,799167;-5,087778;JULHO-AGOSTO-SETEMBRO
FAZENDA VENEZA  (PCD INPE);-43,024167;-5,572778;JUNHO-JULHO-AGOSTO
PALMEIRAIS;-43,063611;-5,979444;JUNHO-JULHO-AGOSTO
FAZENDA TALHADA;-42,106111;-6,973333;JUNHO-JULHO-AGOSTO
LAGES;-43,401111;-6,61;JUNHO-JULHO-AGOSTO
BARAO DE GRAJAU  (PCD INPE);-43,026389;-6,761944;JUNHO-JULHO-AGOSTO
ITAINOPOLIS;-41,4775;-7,449722;JUNHO-JULHO-AGOSTO
SANTA CRUZ DO PIAUI;-41,765;-7,181944;JUNHO-JULHO-AGOSTO
SAO FRANCISCO DO PIAUI;-42,544444;-7,233056;JUNHO-JULHO-AGOSTO
FRANCISCO AYRES;-42,697778;-6,625;JUNHO-JULHO-AGOSTO
BARRA DO LANCE;-43,644444;-7,245278;JUNHO-JULHO-AGOSTO
SAO FELIX DE BALSAS;-44,8125;-7,081389;JUNHO-JULHO-AGOSTO
RIBEIRO GONCALVES;-45,243333;-7,558056;JUNHO-JULHO-AGOSTO
SAMBAIBA;-45,347778;-7,138611;JUNHO-JULHO-AGOSTO
FAZENDA TIGRE;-45,607778;-7,374722;JUNHO-JULHO-AGOSTO
BALSAS;-46,034167;-7,5225;JUNHO-JULHO-AGOSTO
BREJO COMPRIDO;-45,988611;-7,928611;JUNHO-JULHO-AGOSTO
MORRO VERMELHO;-46,554444;-7,157778;JUNHO-JULHO-AGOSTO
RECURSOS;-46,3075;-7,331389;JUNHO-JULHO-AGOSTO
CRISTINO CASTRO II;-44,205833;-8,7925;JUNHO-JULHO-AGOSTO
BABILONIA;-45,967778;-8,3175;JUNHO-JULHO-AGOSTO
BARRA DO FOSDAO;-45,5875;-8,101389;JUNHO-JULHO-AGOSTO
INHUMAS;-45,968056;-8,821111;JUNHO-JULHO-AGOSTO
BOA VISTA;-46,118056;-8,790278;JUNHO-JULHO-AGOSTO
ALTO PARNAIBA;-45,926111;-9,113056;JUNHO-JULHO-AGOSTO
FARTURA;-42,783333;-9,366667;JUNHO-JULHO-AGOSTO
LUIS CORREIA;-41,6667;-2,8833;AGOSTO-SETEMBRO-OUTUBRO
PARNAIBA;-41,783333;-2,916667;AGOSTO-SETEMBRO-OUTUBRO
BOM PRINCIPIO;-41,633333;-3,25;SETEMBRO-OUTUBRO-NOVEMBRO
BURITI DOS LOPES;-41,866667;-3,183333;SETEMBRO-OUTUBRO-NOVEMBRO
COCAL;-41,566667;-3,483333;AGOSTO-SETEMBRO-OUTUBRO
PIRACURUCA;-41,716667;-3,933333;JULHO-AGOSTO-SETEMBRO
LUZILANDIA;-42,366667;-3,466667;AGOSTO-SETEMBRO-OUTUBRO
MATIAS OLIMPIO;-42,55;-4,716667;AGOSTO-SETEMBRO-OUTUBRO
PORTO;-42,716667;-3,9;AGOSTO-SETEMBRO-OUTUBRO
CAPITAO DE CAMPOS;-41,95;-4,466667;JULHO-AGOSTO-SETEMBRO
PEDRO II;-41,466667;-4,416667;AGOSTO-SETEMBRO-OUTUBRO
PIRIPIRI;-41,783333;-4,283333;JULHO-AGOSTO-SETEMBRO
BARRAS;-42,3;-4,25;AGOSTO-SETEMBRO-OUTUBRO
BATALHA;-42,083333;-4,033333;AGOSTO-SETEMBRO-OUTUBRO
CAMPO MAIOR;-42,183333;-4,816667;JULHO-AGOSTO-SETEMBRO
JOSE DE FREITAS;-42,583333;-4,75;JULHO-AGOSTO-SETEMBRO
UNIAO;-42,866667;-4,583333;JULHO-AGOSTO-SETEMBRO
CASTELO DO PIAUI;-41,566667;-5,333333;JULHO-AGOSTO-SETEMBRO
S. CRUZ DOS MILAGRES;-41,966667;-5,816667;JUNHO-JULHO-AGOSTO
SAO JOAO DA SERRA;-41,916667;-5,5;JULHO-AGOSTO-SETEMBRO
S. MIGUEL DO TAPUIO;-41,333333;-5,5;JULHO-AGOSTO-SETEMBRO
ALTOS;-42,466667;-5,033333;JULHO-AGOSTO-SETEMBRO
ALTO LONGA;-42,216667;-5,266667;JULHO-AGOSTO-SETEMBRO
BENEDITINOS;-42,366667;-5,45;JULHO-AGOSTO-SETEMBRO
BARRO DURO;-42,816667;-5,85;JUNHO-JULHO-AGOSTO
DEMERVAL LOBAO;-42,7;-5,366667;JULHO-AGOSTO-SETEMBRO
MONSENHOR GIL;-42,616667;-5,583333;JULHO-AGOSTO-SETEMBRO
SAO FELIX DO PIAUI;-42,116667;-5,933333;JULHO-AGOSTO-SETEMBRO
SAO PEDRO DO PIAU-;-42,733333;-5,933333;JUNHO-JULHO-AGOSTO
PIO IX;-40,95;-6,833333;JULHO-AGOSTO-SETEMBRO
AROAZES;-41,783333;-6,116667;JULHO-AGOSTO-SETEMBRO
BOCAINA;-41,316667;-6,9;JULHO-AGOSTO-SETEMBRO
INHUMA;-41,2;-6,666667;JUNHO-JULHO-AGOSTO
IPIRANGA DO PIAUI;-41,733333;-6,816667;JUNHO-JULHO-AGOSTO
MONS.  HIPOLITO;-41,116667;-6,983333;AGOSTO-SETEMBRO-OUTUBRO
PIMENTEIRAS DO PIAUI;-41,433333;-6,25;JULHO-AGOSTO-SETEMBRO
VALENCA;-41,75;-6,4;JULHO-AGOSTO-SETEMBRO
NOVO ORIENTE;-41,966667;-6,966667;JULHO-AGOSTO-SETEMBRO
AMARANTE;-42,85;-6,25;JUNHO-JULHO-AGOSTO
ELESBAO VELOSO;-42,133333;-6,2;JULHO-AGOSTO-SETEMBRO
FRANCINOPOLIS;-42,261944;-5,604167;JUNHO-JULHO-AGOSTO
NAZARE DO PIAUI;-42,666667;-6,966667;JUNHO-JULHO-AGOSTO
VARZEA GRANDE;-42,216667;-6,566667;JUNHO-JULHO-AGOSTO
FLORIANO;-43,016667;-6,766667;JUNHO-JULHO-AGOSTO
GUADALUPE;-42,666667;-6,75;JUNHO-JULHO-AGOSTO
SAO JULIAO;-40,9;-7,133333;JUNHO-JULHO-AGOSTO
SIMOES;-40,816667;-7,6;JUNHO-JULHO-AGOSTO
CONCEICAO  CANINDE;-41,566667;-7,9;JULHO-AGOSTO-SETEMBRO
JAICOS;-41,133333;-7,366667;JUNHO-JULHO-AGOSTO
PATOS DO PIAUI;-41,25;-7,666667;JUNHO-JULHO-AGOSTO
PICOS;-41,466667;-7,083333;JULHO-AGOSTO-SETEMBRO
SIMPLICIO MENDES;-41,916667;-7,85;JULHO-AGOSTO-SETEMBRO
CAMPINAS DO PIAUI;-41,866667;-7,65;JUNHO-JULHO-AGOSTO
SANTA CRUZ DO PIAUI;-41,75;-7,166667;JUNHO-JULHO-AGOSTO
ISAIAS COELHO;-41,666667;-7,616667;JULHO-AGOSTO-SETEMBRO
FLORES DO PIAUI;-42,933333;-7,816667;JUNHO-JULHO-AGOSTO
OEIRAS;-42,133333;-7,016667;JUNHO-JULHO-AGOSTO
PAES LANDIM;-42,25;-7,733333;JULHO-AGOSTO-SETEMBRO
COLONIA DO PIAUI;-42,183333;-7,233333;JUNHO-JULHO-AGOSTO
S FRANCISCO DO PIAUI;-42,55;-7,25;JUNHO-JULHO-AGOSTO
SAO JOSE DO PEIXE;-42,566667;-7,483333;JUNHO-JULHO-AGOSTO
SOCORRO DO PIAUI;-42,5;-7,8;JUNHO-JULHO-AGOSTO
BERTOLINIA;-43,95;-7,633333;JUNHO-JULHO-AGOSTO
ITAUEIRAS;-43,033333;-7,6;JUNHO-JULHO-AGOSTO
JERUMENHA;-42,516667;-7,083333;JUNHO-JULHO-AGOSTO
LANDRI SALES;-43,933333;-7,266667;JUNHO-JULHO-AGOSTO
URUCUI;-44,55;-7,233333;JUNHO-JULHO-AGOSTO
MARCOS PARENTE;-44,916667;-7,15;JUNHO-JULHO-AGOSTO
CANTO DO BURITI;-42,95;-8,116667;JUNHO-JULHO-AGOSTO
S. J. DO PIAUI;-42,25;-8,366667;JULHO-AGOSTO-SETEMBRO
ELIZEU MARTINS;-43,7;-8,2;JULHO-AGOSTO-SETEMBRO
SAO LOURENÃO;-42,383333;-9,183333;JULHO-AGOSTO-SETEMBRO
SAO R. NONATO;-42,683333;-9,016667;JUNHO-JULHO-AGOSTO
CARACOL;-43,316667;-9,283333;JUNHO-JULHO-AGOSTO
BOM JESUS;-44,35;-9,066667;JUNHO-JULHO-AGOSTO
BARREIRA DO PIAUI;-45,483333;-9,95;JUNHO-JULHO-AGOSTO
GILBUES;-45,35;-9,833333;JUNHO-JULHO-AGOSTO
CURIMATA;-44,283333;-10,033333;JUNHO-JULHO-AGOSTO
PARNAGUA;-44,633333;-10,216667;JUNHO-JULHO-AGOSTO
CORRENTE;-45,15;-10,45;JUNHO-JULHO-AGOSTO
CRISTALANDIA;-45,283333;-10,583333;JUNHO-JULHO-AGOSTO
FRONTEIRAS;-40,616667;-7,083333;AGOSTO-SETEMBRO-OUTUBRO
PAULISTANA;-41,15;-8,133333;JUNHO-JULHO-AGOSTO
BOCA DA CAATINGA;-43,551389;-14,786389;JUNHO-JULHO-AGOSTO
MANGA;-43,932222;-14,756667;JUNHO-JULHO-AGOSTO
S+O GONÃALO;-44,460278;-14,313611;JUNHO-JULHO-AGOSTO
CAPIT-NEA;-44,483611;-14,423056;JUNHO-JULHO-AGOSTO
MIRAVANIA;-44,411111;-14,7475;JUNHO-JULHO-AGOSTO
JUVEN-LIA;-44,160833;-14,262778;JUNHO-JULHO-AGOSTO
LAGOA DAS PEDRAS;-44,409444;-14,280556;JUNHO-JULHO-AGOSTO
FAZENDA PORTO ALEGRE;-44,521667;-14,268333;JUNHO-JULHO-AGOSTO
ITAPEBI;-39,526111;-15,960833;JULHO-AGOSTO-SETEMBRO
COLÈNIA DO  JAIBA;-43,675278;-15,341111;JUNHO-JULHO-AGOSTO
JANA+BA;-43,279722;-15,775556;JUNHO-JULHO-AGOSTO
S+O FRANCISCO;-44,868056;-15,949444;JUNHO-JULHO-AGOSTO
PEDRAS DE MARIA DA CRUZ;-44,395833;-15,600556;JUNHO-JULHO-AGOSTO
FAZENDA CANAD-;-44,054722;-15,021944;JUNHO-JULHO-AGOSTO
S+O JO+O DA PONTE;-44,004167;-15,930278;JUNHO-JULHO-AGOSTO
ARINOS - MONTANTE;-46,109722;-15,924444;JUNHO-JULHO-AGOSTO
CABECEIRAS;-46,924722;-15,800833;JUNHO-JULHO-AGOSTO
MUNDO NOVO;-39,580833;-16,263611;JULHO-AGOSTO-SETEMBRO
JACINTO;-40,290278;-16,138611;JUNHO-JULHO-AGOSTO
FAZENDA CAJUEIRO;-40,739444;-16,120278;JUNHO-JULHO-AGOSTO
ITAOBIM;-41,503056;-16,568333;JUNHO-JULHO-AGOSTO
JEQUITINHONHA;-41,013889;-16,4275;JUNHO-JULHO-AGOSTO
S+O JO+O GRANDE;-41,498333;-16,689444;JUNHO-JULHO-AGOSTO
ITINGA;-41,7675;-16,618056;JUNHO-JULHO-AGOSTO
MEDINA;-41,480833;-16,23;JUNHO-JULHO-AGOSTO
CORONEL MURTA;-42,186944;-16,613056;JUNHO-JULHO-AGOSTO
PORTO MANDACARU;-42,485556;-16,678889;JUNHO-JULHO-AGOSTO
PEGA;-42,3475;-16,86;JUNHO-JULHO-AGOSTO
GR+O MOGOL;-42,918611;-16,590556;JUNHO-JULHO-AGOSTO
CAPIT+O EN+AS;-43,715;-16,322222;JUNHO-JULHO-AGOSTO
BRAS-LIA DE MINAS - JUSANTE;-44,425278;-16,206389;JUNHO-JULHO-AGOSTO
S+O JO+O DA VEREDA;-44,117222;-16,7025;JUNHO-JULHO-AGOSTO
S+O ROM+O;-45,082778;-16,371667;JUNHO-JULHO-AGOSTO
SANTO IN-CIO;-45,414167;-16,281667;JUNHO-JULHO-AGOSTO
BARRA DO ESCURO;-45,237778;-16,268611;JUNHO-JULHO-AGOSTO
VILA URUCUIA;-45,742222;-16,300278;JUNHO-JULHO-AGOSTO
PORTO ALEGRE;-45,3825;-16,906944;JUNHO-JULHO-AGOSTO
CACHOEIRA DA MANTEIGA;-45,080833;-16,656944;JUNHO-JULHO-AGOSTO
FAZENDA -GUA BRANCA;-45,030278;-16,807222;JUNHO-JULHO-AGOSTO
PORTO DOS POÃiES;-46,322222;-16,829722;JUNHO-JULHO-AGOSTO
UNA-;-46,889722;-16,351389;JUNHO-JULHO-AGOSTO
SANTO ANTÈNIO DO BOQUEIR+O;-46,721111;-16,529722;JUNHO-JULHO-AGOSTO
FAZENDA O RESFRIADO;-46,662778;-16,502778;JUNHO-JULHO-AGOSTO
PRADO;-39,22;-17,344167;JUNHO-JULHO-AGOSTO
ITAMARAJU;-39,543611;-17,045278;JUNHO-JULHO-AGOSTO
HELV+CIA (EFBM);-39,661389;-17,808611;JUNHO-JULHO-AGOSTO
CARLOS CHAGAS;-40,761944;-17,704167;JUNHO-JULHO-AGOSTO
NANUQUE - MONTANTE;-40,380833;-17,841944;JUNHO-JULHO-AGOSTO
MEDEIROS NETO;-40,221389;-17,375833;JUNHO-JULHO-AGOSTO
S+O JOS+ DO PRADO;-39,982222;-17,1875;JUNHO-JULHO-AGOSTO
ITANH+M;-40,330833;-17,163333;JULHO-AGOSTO-SETEMBRO
S+O PEDRO DO PAMPA;-40,676111;-17,320556;JUNHO-JULHO-AGOSTO
MUCURI;-41,492778;-17,596389;JUNHO-JULHO-AGOSTO
FAZENDA DIACUI;-41,237778;-17,491111;JUNHO-JULHO-AGOSTO
LADAINHA (EFBM);-41,738056;-17,629444;JUNHO-JULHO-AGOSTO
PEDRO VERSIANI (EFBM);-41,314722;-17,880556;JUNHO-JULHO-AGOSTO
FRANCISCO S- (EFBM);-41,121111;-17,737778;JUNHO-JULHO-AGOSTO
PADRE PARA-SO;-41,483056;-17,072778;JUNHO-JULHO-AGOSTO
CARBONITA;-43,012222;-17,5325;JUNHO-JULHO-AGOSTO
CAPELINHA;-42,5175;-17,690833;JUNHO-JULHO-AGOSTO
MALACACHETA;-42,075556;-17,845556;JUNHO-JULHO-AGOSTO
VILA TERRA BRANCA - JUSANTE;-43,207778;-17,312778;JUNHO-JULHO-AGOSTO
V-RZEA DA PALMA;-44,716111;-17,593611;JUNHO-JULHO-AGOSTO
LASSANCE;-44,576667;-17,89;JUNHO-JULHO-AGOSTO
CAATINGA;-45,880278;-17,145833;JUNHO-JULHO-AGOSTO
CACHOEIRA DO PARED+O;-45,437778;-17,111111;JUNHO-JULHO-AGOSTO
PORTO DO CAVALO;-45,540556;-17,026944;JUNHO-JULHO-AGOSTO
PORTO DA EXTREMA;-46,013611;-17,030833;JUNHO-JULHO-AGOSTO
SANTA ROSA;-46,473889;-17,255278;JUNHO-JULHO-AGOSTO
PONTE DA BR-040 - PRATA;-46,355;-17,663611;JUNHO-JULHO-AGOSTO
PONTE DA BR-040 - PARACATU;-46,571667;-17,502778;JUNHO-JULHO-AGOSTO
GUARDA-MOR;-47,098611;-17,7725;JUNHO-JULHO-AGOSTO
MORRO D'ANTA (PEDRO CAN-RIO);-39,958611;-18,299444;JUNHO-JULHO-AGOSTO
CONCEIÃ+O DA BARRA;-39,747222;-18,562222;JUNHO-JULHO-AGOSTO
BARRA NOVA;-39,764444;-18,950278;JUNHO-JULHO-AGOSTO
AGUIA BRANCA;-40,746111;-18,985556;JUNHO-JULHO-AGOSTO
ITAUNINHAS;-40,090556;-18,489444;JUNHO-JULHO-AGOSTO
BARRA DE S+O FRANCISCO;-40,893611;-18,753611;JUNHO-JULHO-AGOSTO
-GUA DOCE;-40,976389;-18,548056;JUNHO-JULHO-AGOSTO
PONTE NOVA (BR-101);-39,993333;-18,981667;JUNHO-JULHO-AGOSTO
FAZENDA S+O MATEUS;-40,885833;-18,122222;JUNHO-JULHO-AGOSTO
CEDROL-NDIA;-40,690556;-18,809722;JUNHO-JULHO-AGOSTO
COTAXE;-40,718333;-18,186389;JUNHO-JULHO-AGOSTO
FAZENDA LIMOEIRO;-40,143889;-18,145556;JUNHO-JULHO-AGOSTO
ECOPORANGA;-40,840556;-18,365833;JUNHO-JULHO-AGOSTO
PATRIMÈNIO SANTA LUZIA DO NORTE;-40,603333;-18,205556;JUNHO-JULHO-AGOSTO
PATRIMÈNIO XV;-40,464167;-18,494167;JUNHO-JULHO-AGOSTO
S+O JO+O DO SOBRADO;-40,406667;-18,318611;JUNHO-JULHO-AGOSTO
CËRREGO DA BOA ESPERANÃA;-40,441944;-18,700556;JUNHO-JULHO-AGOSTO
S+O JO+O DA CACHOEIRA GRANDE;-40,336667;-18,564722;JUNHO-JULHO-AGOSTO
VILA MATIAS - MONTANTE;-41,917778;-18,574722;JUNHO-JULHO-AGOSTO
CAMPAN-RIO;-41,748611;-18,238611;JUNHO-JULHO-AGOSTO
VARGEM GRANDE;-41,196667;-18,681111;JUNHO-JULHO-AGOSTO
FIDEL-NDIA - MONTANTE;-41,248333;-18,203056;JUNHO-JULHO-AGOSTO
ATAL+IA;-41,114444;-18,046944;JUNHO-JULHO-AGOSTO
MANTENËPOLIS;-41,121667;-18,908889;JUNHO-JULHO-AGOSTO
SANTO AGOSTINHO;-41,04;-18,406111;JUNHO-JULHO-AGOSTO
TUMIRITINGA;-41,640278;-18,976389;JUNHO-JULHO-AGOSTO
CENTRAL DE MINAS;-41,308333;-18,763056;JUNHO-JULHO-AGOSTO
S+O PEDRO DO SUAÃU-;-42,595556;-18,358333;JUNHO-JULHO-AGOSTO
COROACI;-42,278611;-18,611944;JUNHO-JULHO-AGOSTO
GUANH+ES;-42,931111;-18,772222;JUNHO-JULHO-AGOSTO
SANTA MARIA DO SUAÃU-;-42,455278;-18,201111;JUNHO-JULHO-AGOSTO
USINA PARAUNA;-43,965833;-18,635556;JUNHO-JULHO-AGOSTO
GOUVEIA;-43,743056;-18,465556;JUNHO-JULHO-AGOSTO
MENDANHA - MONTANTE;-43,520278;-18,113333;JUNHO-JULHO-AGOSTO
SANTO HIPËLITO;-44,222778;-18,3;JUNHO-JULHO-AGOSTO
PRESIDENTE JUSCELINO - JUSANTE;-44,048056;-18,643889;JUNHO-JULHO-AGOSTO
PONTE DO LIC-NIO - JUSANTE;-44,191389;-18,671389;JUNHO-JULHO-AGOSTO
FAZENDA S+O FELIX;-45,646667;-18,464444;JUNHO-JULHO-AGOSTO
LAGOA DO GOUV+IA;-45,851389;-18,841389;JUNHO-JULHO-AGOSTO
S+O GONÃALO DO ABAET+;-45,836667;-18,343611;JUNHO-JULHO-AGOSTO
TIROS;-45,966111;-18,999722;JUNHO-JULHO-AGOSTO
CANOEIROS;-45,523611;-18,038333;JUNHO-JULHO-AGOSTO
CHARQUEADA DO PATROC-NIO;-46,966667;-18,93;JUNHO-JULHO-AGOSTO
MAJOR PORTO;-46,036944;-18,706944;JUNHO-JULHO-AGOSTO
GUIMARANIA;-46,800833;-18,849722;JUNHO-JULHO-AGOSTO
PRESIDENTE OLEG-RIO;-46,422222;-18,4125;JUNHO-JULHO-AGOSTO
PANTANO;-46,800278;-18,559444;JUNHO-JULHO-AGOSTO
SANTANA DE PATOS;-46,550833;-18,841111;JUNHO-JULHO-AGOSTO
PONTE FIRME;-46,419444;-18,033889;JUNHO-JULHO-AGOSTO
LEAL DE PATOS;-46,334444;-18,641111;JUNHO-JULHO-AGOSTO
ROCINHA;-46,915;-18,373611;JUNHO-JULHO-AGOSTO
MONTE CARMELO;-47,524444;-18,720556;JUNHO-JULHO-AGOSTO
ESTRELA DO SUL;-47,69;-18,738056;JUNHO-JULHO-AGOSTO
ABADIA DOS DOURADOS;-47,406389;-18,491111;JUNHO-JULHO-AGOSTO
IRA- DE MINAS;-47,4575;-18,981944;JUNHO-JULHO-AGOSTO
MONTE ALEGRE DE MINAS;-48,869444;-18,872222;JUNHO-JULHO-AGOSTO
FAZENDA CACHOEIRA;-48,781944;-18,698333;JUNHO-JULHO-AGOSTO
TUPACIGUARA;-48,690833;-18,600278;JUNHO-JULHO-AGOSTO
BRILHANTE;-48,902778;-18,492222;JUNHO-JULHO-AGOSTO
XAPETUBA;-48,583889;-18,8625;JUNHO-JULHO-AGOSTO
ARAGUARI;-48,209167;-18,651111;JUNHO-JULHO-AGOSTO
ITUIUTABA;-49,463056;-18,941111;JUNHO-JULHO-AGOSTO
IPIAÃU;-49,948611;-18,691944;JUNHO-JULHO-AGOSTO
AVANTIGUARA;-49,069722;-18,771944;JUNHO-JULHO-AGOSTO
POVOAÃ+O;-39,794444;-19,5775;JUNHO-JULHO-AGOSTO
ITARANA;-40,874444;-19,874444;JUNHO-JULHO-AGOSTO
S+O JO+O DE PETRËPOLIS;-40,678889;-19,805278;JUNHO-JULHO-AGOSTO
SANTA CRUZ - LITORAL;-40,154444;-19,957778;JUNHO-JULHO-AGOSTO
RIACHO;-40,043056;-19,749722;JUNHO-JULHO-AGOSTO
CAVALINHO;-40,398056;-19,692222;JUNHO-JULHO-AGOSTO
COLATINA - CORPO DE BOMBEIRO;-40,623056;-19,530833;JUNHO-JULHO-AGOSTO
FUND+O;-40,401389;-19,936944;JUNHO-JULHO-AGOSTO
PANCAS;-40,853333;-19,220278;JUNHO-JULHO-AGOSTO
VALSUGANA VELHA - MONTANTE;-40,5525;-19,953333;MAIO-JUNHO-JULHO
ITAIMB+;-40,835278;-19,663611;JUNHO-JULHO-AGOSTO
NOVO BRASIL;-40,591389;-19,2375;JUNHO-JULHO-AGOSTO
BARRA DE S+O GABRIEL;-40,516389;-19,057778;JUNHO-JULHO-AGOSTO
CALDEIR+O;-40,741667;-19,955;JUNHO-JULHO-AGOSTO
ARACRUZ;-40,272222;-19,83;JUNHO-JULHO-AGOSTO
JACUPEMBA;-40,198056;-19,588611;JUNHO-JULHO-AGOSTO
RIO BANANAL;-40,320833;-19,274167;JUNHO-JULHO-AGOSTO
SERRARIA (ALTO DO MOACIR);-40,5175;-19,295278;MAIO-JUNHO-JULHO
IPANEMA;-41,706111;-19,798889;JUNHO-JULHO-AGOSTO
BAIXO GUAND+;-41,014167;-19,523611;JUNHO-JULHO-AGOSTO
RESPLENDOR - JUSANTE;-41,246111;-19,343056;JUNHO-JULHO-AGOSTO
BARRA DO CUIET+ - JUSANTE;-41,532778;-19,061667;JUNHO-JULHO-AGOSTO
ASSARAI - MONTANTE;-41,458056;-19,594722;JUNHO-JULHO-AGOSTO
LARANJA DA TERRA;-41,058056;-19,901111;JUNHO-JULHO-AGOSTO
IBITUBA;-41,02;-19,691111;JUNHO-JULHO-AGOSTO
S+O SEBASTI+O DA ENCRUZILHADA;-41,161667;-19,4925;JUNHO-JULHO-AGOSTO
SANTO ANTÈNIO DO MANHUAÃU;-41,836111;-19,678333;JUNHO-JULHO-AGOSTO
ALTO RIO NOVO;-41,0275;-19,059167;JUNHO-JULHO-AGOSTO
BOM JESUS DO GALHO;-42,317778;-19,833611;JUNHO-JULHO-AGOSTO
VERMELHO VELHO;-42,3475;-19,998889;JUNHO-JULHO-AGOSTO
DOM CAVATI;-42,105;-19,373611;JUNHO-JULHO-AGOSTO
MINERAÃ+O MORRO VELHO;-43,85;-19,979167;JUNHO-JULHO-AGOSTO
RIO PIRACICABA;-43,177778;-19,922778;JUNHO-JULHO-AGOSTO
CONCEIÃ+O DO MATO DENTRO;-43,444167;-19,016667;JUNHO-JULHO-AGOSTO
FERROS;-43,014444;-19,250278;JUNHO-JULHO-AGOSTO
JABOTICATUBAS;-43,744444;-19,520556;JUNHO-JULHO-AGOSTO
SABAR-;-43,815;-19,893056;JUNHO-JULHO-AGOSTO
SANTA BARBARA;-43,401111;-19,945278;JUNHO-JULHO-AGOSTO
SANTA MARIA DE ITABIRA;-43,117778;-19,441944;JUNHO-JULHO-AGOSTO
VESPASIANO;-43,920833;-19,687222;JUNHO-JULHO-AGOSTO
CAET+;-43,6675;-19,900556;JUNHO-JULHO-AGOSTO
CAIXA DE AREIA;-43,9125;-19,945;JUNHO-JULHO-AGOSTO
TAQUARAÃU;-43,688056;-19,663889;JUNHO-JULHO-AGOSTO
JOS+ DE MELO;-43,585556;-19,689722;JUNHO-JULHO-AGOSTO
MORRO DO PILAR;-43,374167;-19,2175;JUNHO-JULHO-AGOSTO
USINA PETI;-43,3675;-19,880833;JUNHO-JULHO-AGOSTO
VAU DA LAGOA;-43,588056;-19,218889;JUNHO-JULHO-AGOSTO
FAZENDA CARAIBAS;-43,8375;-19,119722;JUNHO-JULHO-AGOSTO
PONTE RAUL SOARES;-43,917778;-19,561389;JUNHO-JULHO-AGOSTO
PONTE NOVA DO PARAOPEBA;-44,306667;-19,955556;JUNHO-JULHO-AGOSTO
FAZENDA ESCOLA FLORESTAL;-44,421667;-19,879722;JUNHO-JULHO-AGOSTO
PEDRO LEOPOLDO;-44,053333;-19,634444;JUNHO-JULHO-AGOSTO
HORTO FLORESTAL;-44,401667;-19,268056;JUNHO-JULHO-AGOSTO
JAGUARUNA - JUSANTE;-44,806667;-19,728056;JUNHO-JULHO-AGOSTO
PIRAPAMA;-44,036667;-19,013056;JUNHO-JULHO-AGOSTO
VELHO DA TAIPA;-44,929444;-19,696111;JUNHO-JULHO-AGOSTO
FAZENDA VARGEM BONITA;-44,123056;-19,237222;JUNHO-JULHO-AGOSTO
BARRO PRETO;-44,451944;-19,964167;JUNHO-JULHO-AGOSTO
JUATUBA;-44,334444;-19,955556;JUNHO-JULHO-AGOSTO
PONTE DA TAQUARA;-44,548333;-19,423333;JUNHO-JULHO-AGOSTO
