NOME;LONGITUDE;LATITUDE;MAIS_SECO
SE PITANGUI;-44,878889;-19,684444;JUNHO-JULHO-AGOSTO
PAPAGAIOS;-44,719722;-19,428333;JUNHO-JULHO-AGOSTO
BETIM - COPASA;-44,188056;-19,973333;JUNHO-JULHO-AGOSTO
BARRA DO FUNCHAL;-45,884444;-19,394722;JUNHO-JULHO-AGOSTO
ESTAÃ+O ALVARO DA SILVEIRA;-45,116944;-19,751667;JUNHO-JULHO-AGOSTO
BOM DESPACHO;-45,255;-19,7425;JUNHO-JULHO-AGOSTO
DORES DO IND-IA (CVSF);-45,601667;-19,468611;JUNHO-JULHO-AGOSTO
ABAET+;-45,4425;-19,163056;JUNHO-JULHO-AGOSTO
TAPIRA- - JUSANTE;-46,032778;-19,879444;JUNHO-JULHO-AGOSTO
IBI-;-46,541944;-19,475;JUNHO-JULHO-AGOSTO
SALITRE;-46,795833;-19,070556;JUNHO-JULHO-AGOSTO
FAZENDA S+O MATEUS;-46,571111;-19,516667;JUNHO-JULHO-AGOSTO
SERRA DO SALITRE;-46,688333;-19,112778;JUNHO-JULHO-AGOSTO
S+O GOTARDO;-46,044444;-19,315278;JUNHO-JULHO-AGOSTO
PRATINHA;-46,411944;-19,751389;JUNHO-JULHO-AGOSTO
TAPIRA;-46,825278;-19,926944;JUNHO-JULHO-AGOSTO
CARMO DO PARANAIBA;-46,306111;-19,003333;JUNHO-JULHO-AGOSTO
PONTE JO+O C-NDIDO;-47,184722;-19,146667;JUNHO-JULHO-AGOSTO
PERDIZES;-47,295278;-19,348611;JUNHO-JULHO-AGOSTO
LAGOA;-47,354722;-19,878611;JUNHO-JULHO-AGOSTO
FAZENDA LETREIRO;-48,190278;-18,988333;JUNHO-JULHO-AGOSTO
CAMPO FLORIDO;-48,574167;-19,770556;JUNHO-JULHO-AGOSTO
FAZENDA BURITI DO PRATA;-49,180278;-19,359722;JUNHO-JULHO-AGOSTO
GURINHAT+;-49,788056;-19,213333;JUNHO-JULHO-AGOSTO
CAMPINA VERDE;-49,483056;-19,542222;JUNHO-JULHO-AGOSTO
COMENDADOR GOMES;-49,083889;-19,698056;JUNHO-JULHO-AGOSTO
PONTE DO PRATA;-49,696667;-19,035278;JUNHO-JULHO-AGOSTO
ITURAMA;-50,191667;-19,724722;JUNHO-JULHO-AGOSTO
FAZENDA JUCURUABA;-40,485278;-20,415;JUNHO-JULHO-AGOSTO
FAZENDA FONTE LIMPA (DNOS);-40,318889;-20,190278;JUNHO-JULHO-AGOSTO
GUARAPARI (DNOS);-40,508611;-20,652222;JUNHO-JULHO-AGOSTO
ICONHA - MONTANTE;-40,825833;-20,783611;JUNHO-JULHO-AGOSTO
USINA PAINEIRAS;-40,953333;-20,952778;JUNHO-JULHO-AGOSTO
SANTA MARIA DO JETIB- (DNOS);-40,743333;-20,028333;JUNHO-JULHO-AGOSTO
GARRAF+O (DNOS);-40,975278;-20,143333;JUNHO-JULHO-AGOSTO
ANCHIETA (DNOS);-40,656111;-20,803611;JUNHO-JULHO-AGOSTO
SANTA LEOPOLDINA;-40,527778;-20,100278;JUNHO-JULHO-AGOSTO
MATILDE (DNOS);-40,811389;-20,556667;JUNHO-JULHO-AGOSTO
MARECHAL FLORIANO (DNOS);-40,682222;-20,411944;JUNHO-JULHO-AGOSTO
RIO NOVO DO SUL;-40,943333;-20,881111;JUNHO-JULHO-AGOSTO
DUAS BOCAS (DNOS);-40,479167;-20,261389;JUNHO-JULHO-AGOSTO
PEROBINHA (DNOS);-40,783056;-20,283611;JUNHO-JULHO-AGOSTO
DUAS BARRAS (DNOS);-40,8825;-20,728056;JUNHO-JULHO-AGOSTO
CACHOEIRA SUIÃA (DNOS);-40,606667;-20,079444;JUNHO-JULHO-AGOSTO
PONTA DA FRUTA;-40,363611;-20,515556;JUNHO-JULHO-AGOSTO
S+O RAFAEL;-40,933889;-20,296389;JUNHO-JULHO-AGOSTO
AT-LIO VIVACQUA;-41,195;-20,912778;JUNHO-JULHO-AGOSTO
GUAÃU-;-41,681667;-20,773611;JUNHO-JULHO-AGOSTO
CASTELO;-41,199722;-20,605556;JUNHO-JULHO-AGOSTO
RIVE;-41,466111;-20,746944;JUNHO-JULHO-AGOSTO
CAIANA;-41,921944;-20,693889;JUNHO-JULHO-AGOSTO
DORES DO MANHUMIRIM;-41,728333;-20,108056;JUNHO-JULHO-AGOSTO
JACIGUA (DNOS);-41,016389;-20,701944;JUNHO-JULHO-AGOSTO
CONCEIÃ+O DO CASTELO (DNOS);-41,239444;-20,352222;JUNHO-JULHO-AGOSTO
IUNA;-41,5375;-20,345833;JUNHO-JULHO-AGOSTO
DORES DO RIO PRETO;-41,846111;-20,685833;JUNHO-JULHO-AGOSTO
FAZENDA MONTE ALEGRE;-41,400833;-20,944722;JUNHO-JULHO-AGOSTO
IBITIRAMA;-41,665556;-20,540556;JUNHO-JULHO-AGOSTO
SANTA CRUZ - CAPAR+O;-41,704167;-20,322778;JUNHO-JULHO-AGOSTO
USINA FORTALEZA;-41,408889;-20,371389;JUNHO-JULHO-AGOSTO
ITAICI;-41,511389;-20,528333;JUNHO-JULHO-AGOSTO
ARACE (DNOS);-41,061111;-20,366667;JUNHO-JULHO-AGOSTO
BURARAMA;-41,348333;-20,680556;JUNHO-JULHO-AGOSTO
AFONSO CLA+DIO - MONTANTE;-41,121389;-20,078611;JUNHO-JULHO-AGOSTO
VARRE - SAI;-41,85;-20,930833;JUNHO-JULHO-AGOSTO
RAUL SOARES - MONTANTE;-42,44;-20,103611;JUNHO-JULHO-AGOSTO
ABRE CAMPO;-42,478056;-20,298889;JUNHO-JULHO-AGOSTO
RIO CASCA;-42,65;-20,226111;JUNHO-JULHO-AGOSTO
BICUIBA;-42,301111;-20,769444;JUNHO-JULHO-AGOSTO
SERIQUITE;-42,917222;-20,726111;JUNHO-JULHO-AGOSTO
S+O MIGUEL DO ANTA;-42,806667;-20,6825;JUNHO-JULHO-AGOSTO
MATIPË;-42,325556;-20,277222;JUNHO-JULHO-AGOSTO
PONTE NOVA - JUSANTE;-42,902778;-20,384722;JUNHO-JULHO-AGOSTO
PORCIUNCULA;-42,037222;-20,963333;JUNHO-JULHO-AGOSTO
FAZENDA CACHOEIRA D'ANTAS;-42,674167;-20,011389;JUNHO-JULHO-AGOSTO
LAGOA GRANDE (MMV);-43,942778;-20,179167;JUNHO-JULHO-AGOSTO
RIO DO PEIXE (MMV);-43,8925;-20,137778;JUNHO-JULHO-AGOSTO
ACAIACA - JUSANTE;-43,143889;-20,3625;JUNHO-JULHO-AGOSTO
PIRANGA;-43,299444;-20,690556;JUNHO-JULHO-AGOSTO
FAZENDA PARA-SO;-43,180278;-20,39;JUNHO-JULHO-AGOSTO
CONGONHAS - LINIGRAFO;-43,83;-20,521944;JUNHO-JULHO-AGOSTO
PORTO FIRME;-43,088056;-20,670278;JUNHO-JULHO-AGOSTO
USINA DA BRECHA;-43,016667;-20,516667;JUNHO-JULHO-AGOSTO
BRAZ PIRES;-43,241944;-20,8475;JUNHO-JULHO-AGOSTO
FAZENDA OCIDENTE;-43,098889;-20,285556;JUNHO-JULHO-AGOSTO
REPRESA DAS CODORNAS (MMV);-43,891944;-20,164722;JUNHO-JULHO-AGOSTO
REPRESA DO MIGUEL+O (MMV);-43,950278;-20,126111;JUNHO-JULHO-AGOSTO
ITA+NA - MONTANTE;-44,570278;-20,071389;JUNHO-JULHO-AGOSTO
CARMO DO CAJURU;-44,793611;-20,192222;JUNHO-JULHO-AGOSTO
DIVINËPOLIS;-44,891944;-20,136944;JUNHO-JULHO-AGOSTO
ENTRE RIOS DE MINAS;-44,070556;-20,661111;JUNHO-JULHO-AGOSTO
MELO FRANCO;-44,120833;-20,197778;JUNHO-JULHO-AGOSTO
FAZENDA CAMPO GRANDE;-44,433333;-20,625278;JUNHO-JULHO-AGOSTO
IBIRIT+;-44,043333;-20,042778;JUNHO-JULHO-AGOSTO
FAZENDA BENEDITO CHAVES;-44,515;-20,169167;JUNHO-JULHO-AGOSTO
FAZENDA VISTA ALEGRE;-44,451667;-20,051389;JUNHO-JULHO-AGOSTO
CALAMBAU;-44,492222;-20,068333;JUNHO-JULHO-AGOSTO
ALTO DA BOA VISTA;-44,401111;-20,105556;JUNHO-JULHO-AGOSTO
FAZENDA CURRALINHO;-44,331111;-20,0075;JUNHO-JULHO-AGOSTO
FAZENDA COQUEIROS;-44,474444;-20,129722;JUNHO-JULHO-AGOSTO
PONTE FERN+O DIAS;-44,783333;-20,740833;JUNHO-JULHO-AGOSTO
SANTO ANTÈNIO DO AMPARO;-44,9075;-20,944167;JUNHO-JULHO-AGOSTO
USINA JO+O RIBEIRO;-44,048889;-20,635278;JUNHO-JULHO-AGOSTO
FAZENDA LARANJEIRAS;-44,484722;-20,102222;JUNHO-JULHO-AGOSTO
CARMO DA MATA (ETA - COPASA);-44,8675;-20,5625;JUNHO-JULHO-AGOSTO
ESTIVA;-44,461667;-20,000278;JUNHO-JULHO-AGOSTO
SERRA DA SAUDADE;-44,468056;-20,023889;JUNHO-JULHO-AGOSTO
BAMBUI;-45,966111;-20,021111;JUNHO-JULHO-AGOSTO
IGUATAMA;-45,700278;-20,178889;JUNHO-JULHO-AGOSTO
SANTANA DO JACAR+;-45,125;-20,905;JUNHO-JULHO-AGOSTO
LAMOUNIER;-45,036111;-20,472222;JUNHO-JULHO-AGOSTO
ARCOS (COPASA);-45,542778;-20,294722;JUNHO-JULHO-AGOSTO
LAGOA DA PRATA;-45,535278;-20,036667;JUNHO-JULHO-AGOSTO
PIUM-I;-45,945;-20,461944;JUNHO-JULHO-AGOSTO
SANTO ANTÈNIO DO MONTE;-45,296667;-20,084444;JUNHO-JULHO-AGOSTO
CAND+IAS;-45,274167;-20,76;JUNHO-JULHO-AGOSTO
FORMIGA;-45,419167;-20,457222;JUNHO-JULHO-AGOSTO
ITA+ DE MINAS;-46,735278;-20,739167;JUNHO-JULHO-AGOSTO
FAZENDA AJUDAS;-46,055;-20,101667;JUNHO-JULHO-AGOSTO
USINA SANTANA;-46,808056;-20,811667;JUNHO-JULHO-AGOSTO
VARGEM BONITA;-46,366111;-20,33;JUNHO-JULHO-AGOSTO
DESEMBOQUE;-47,019167;-20,013611;JUNHO-JULHO-AGOSTO
BARRA DO ITAPEMIRIM (DNOS);-40,835278;-21,0075;JUNHO-JULHO-AGOSTO
S+O FRANCISCO PAULA - CACIMBAS;-41,103333;-21,482778;JUNHO-JULHO-AGOSTO
CARDOSO MOREIRA;-41,613611;-21,491944;JUNHO-JULHO-AGOSTO
DOIS RIOS;-41,858611;-21,643333;JUNHO-JULHO-AGOSTO
TR-S IRM+OS;-41,885833;-21,626667;JUNHO-JULHO-AGOSTO
PONTE DE ITABAPOANA;-41,462778;-21,206111;JUNHO-JULHO-AGOSTO
MIMOSO DO SUL (DNOS);-41,3625;-21,064722;JUNHO-JULHO-AGOSTO
S+O JOS+ DO CALÃADO;-41,652222;-21,036667;JUNHO-JULHO-AGOSTO
S+O JOS+ DAS TORRES;-41,241111;-21,0625;JUNHO-JULHO-AGOSTO
CATAGUASES;-42,696389;-21,389444;JUNHO-JULHO-AGOSTO
USINA MAUR-CIO;-42,813056;-21,471389;JUNHO-JULHO-AGOSTO
FAZENDA DA BARRA (PIRAPETINGA);-42,342778;-21,658056;JUNHO-JULHO-AGOSTO
VOLTA GRANDE;-42,539722;-21,769167;JUNHO-JULHO-AGOSTO
JUSSARA;-42,349444;-21,911389;JUNHO-JULHO-AGOSTO
PONTO DE PERGUNTA;-42,988056;-21,741944;JUNHO-JULHO-AGOSTO
ALDEIA;-42,355833;-21,9525;JUNHO-JULHO-AGOSTO
SANTO ANTÈNIO DE P-DUA;-42,1825;-21,541944;JUNHO-JULHO-AGOSTO
USINA ITUER-;-43,202222;-21,309444;JUNHO-JULHO-AGOSTO
GUARANI;-43,050278;-21,355556;JUNHO-JULHO-AGOSTO
DESTERRO DO MELO;-43,52;-21,149167;JUNHO-JULHO-AGOSTO
CAMPOLIDE;-43,82;-21,278889;JUNHO-JULHO-AGOSTO
BARROSO;-43,98;-21,187222;JUNHO-JULHO-AGOSTO
IBERTIOGA;-43,959444;-21,427222;JUNHO-JULHO-AGOSTO
CONCEIÃ+O DO IBITIPOCA;-43,917778;-21,757778;JUNHO-JULHO-AGOSTO
ESTEV+O PINTO;-43,041389;-21,896389;JUNHO-JULHO-AGOSTO
TORREiES;-43,555556;-21,869167;JUNHO-JULHO-AGOSTO
TABULEIRO;-43,246944;-21,355;JUNHO-JULHO-AGOSTO
RIO NOVO;-43,121111;-21,4725;JUNHO-JULHO-AGOSTO
USINA BRUMADO;-43,886389;-21,855556;JUNHO-JULHO-AGOSTO
CHAPEU D'UVAS;-43,505278;-21,594167;JUNHO-JULHO-AGOSTO
SOBRAJI;-43,3725;-21,966389;JUNHO-JULHO-AGOSTO
PIAU;-43,153611;-21,499444;JUNHO-JULHO-AGOSTO
BOM SUCESSO;-44,771944;-21,033889;JUNHO-JULHO-AGOSTO
BOM JARDIM DE MINAS;-44,193889;-21,947222;JUNHO-JULHO-AGOSTO
PORTO TIRADENTES;-44,2325;-21,1225;JUNHO-JULHO-AGOSTO
BAEPENDI;-44,876111;-21,951111;JUNHO-JULHO-AGOSTO
ITUMIRIM;-44,872778;-21,320833;JUNHO-JULHO-AGOSTO
MADRE DE DEUS DE MINAS;-44,326111;-21,492222;JUNHO-JULHO-AGOSTO
PORTO DO ELVAS;-44,135556;-21,165;JUNHO-JULHO-AGOSTO
S+O VICENTE DE MINAS;-44,438889;-21,699167;JUNHO-JULHO-AGOSTO
AIURUOCA;-44,603333;-21,977222;JUNHO-JULHO-AGOSTO
ANDREL-NDIA;-44,312222;-21,734722;JUNHO-JULHO-AGOSTO
USINA S+O JO+O DEL REI;-44,208889;-21,055556;JUNHO-JULHO-AGOSTO
FAZENDA LARANJEIRAS;-44,340556;-21,674722;JUNHO-JULHO-AGOSTO
IBITURUNA;-44,737778;-21,143056;JUNHO-JULHO-AGOSTO
CARVALHOS;-44,463611;-21,998056;JUNHO-JULHO-AGOSTO
MACAIA;-44,913611;-21,145;JUNHO-JULHO-AGOSTO
CRUZ-LIA;-44,800833;-21,835278;JUNHO-JULHO-AGOSTO
CONCEIÃ+O DO RIO VERDE;-45,079167;-21,887222;JUNHO-JULHO-AGOSTO
USINA COURO DO CERVO;-45,170278;-21,343611;JUNHO-JULHO-AGOSTO
FAZENDA JUCA CASIMIRO;-45,258333;-21,874167;JUNHO-JULHO-AGOSTO
USINA DO CHIC+O;-45,478889;-21,919167;JUNHO-JULHO-AGOSTO
MONSENHOR PAULO;-45,537778;-21,760278;JUNHO-JULHO-AGOSTO
USINA NEPOMUCENO;-45,173611;-21,2575;JUNHO-JULHO-AGOSTO
PARAGUAÃU;-45,673889;-21,585278;JUNHO-JULHO-AGOSTO
PORTO DOS BUENOS;-45,489444;-21,610556;JUNHO-JULHO-AGOSTO
PALMELA DOS COELHOS;-45,440278;-21,786389;JUNHO-JULHO-AGOSTO
COQUEIRAL;-45,448611;-21,192778;JUNHO-JULHO-AGOSTO
GUAXUP+;-46,703889;-21,293611;JUNHO-JULHO-AGOSTO
JUR+IA;-46,360833;-21,278889;JUNHO-JULHO-AGOSTO
CACHOEIRA DO CARMO;-46,438611;-21,7225;JUNHO-JULHO-AGOSTO
CACHOEIRA POÃO FUNDO;-46,124167;-21,790833;JUNHO-JULHO-AGOSTO
MUZAMBINHO;-46,518889;-21,380556;JUNHO-JULHO-AGOSTO
FAZENDA CARVALHAIS;-47,021944;-21,133056;JUNHO-JULHO-AGOSTO
FAROL DE S+O TOM+;-41,055556;-22,0425;JUNHO-JULHO-AGOSTO
USINA QUISSAMA;-41,471111;-22,106111;JUNHO-JULHO-AGOSTO
MACABUZINHO;-41,708889;-22,0775;JUNHO-JULHO-AGOSTO
FAZENDA ORATËRIO;-41,984167;-22,259167;JUNHO-JULHO-AGOSTO
LEIT+O DA CUNHA;-42,044167;-22,042778;JUNHO-JULHO-AGOSTO
MARIA MENDONÃA;-42,163611;-22,186389;JUNHO-JULHO-AGOSTO
PILLER;-42,339167;-22,404722;JUNHO-JULHO-AGOSTO
GALDINËPOLIS;-42,380833;-22,363611;JUNHO-JULHO-AGOSTO
FAZENDA S+O JO+O;-42,5;-22,389444;JUNHO-JULHO-AGOSTO
RIO DOURADO;-42,085278;-22,475833;JUNHO-JULHO-AGOSTO
QUARTEIS;-42,311944;-22,463056;JUNHO-JULHO-AGOSTO
GAVIiES;-42,546111;-22,548889;JUNHO-JULHO-AGOSTO
ESTAÃ+O DE BOMB. DE IMUNANA;-42,948889;-22,680278;JUNHO-JULHO-AGOSTO
REPRESA DO PARA-SO;-42,911111;-22,498611;JUNHO-JULHO-AGOSTO
FAZENDA DO CARMO;-42,7675;-22,438056;JUNHO-JULHO-AGOSTO
JAPUIBA;-42,698889;-22,559167;JUNHO-JULHO-AGOSTO
FAZENDA S+O JOAQUIM;-42,621944;-22,441111;JUNHO-JULHO-AGOSTO
VISCONDE DE IMBE;-42,16;-22,067778;JUNHO-JULHO-AGOSTO
BARRA ALEGRE;-42,285833;-22,235556;JUNHO-JULHO-AGOSTO
VARGEM GRANDE;-42,502222;-22,276667;JUNHO-JULHO-AGOSTO
BOM JARDIM;-42,416111;-22,156667;JUNHO-JULHO-AGOSTO
TEODORO DE OLIVEIRA;-42,554167;-22,378889;JUNHO-JULHO-AGOSTO
BOM SUCESSO;-42,794722;-22,271389;JUNHO-JULHO-AGOSTO
FAZENDA SOBRADINHO;-42,9;-22,201111;JUNHO-JULHO-AGOSTO
SUMIDOURO;-42,678333;-22,050278;JUNHO-JULHO-AGOSTO
CONSERVATORIA;-43,929444;-22,2875;JUNHO-JULHO-AGOSTO
VALENÃA;-43,703611;-22,218889;JUNHO-JULHO-AGOSTO
PENTAGNA;-43,755;-22,155;JUNHO-JULHO-AGOSTO
TABOAS;-43,623333;-22,208611;JUNHO-JULHO-AGOSTO
MANUEL DUARTE;-43,556667;-22,085833;JUNHO-JULHO-AGOSTO
ITAMARATI - SE;-43,149167;-22,485278;JUNHO-JULHO-AGOSTO
RIO DA CIDADE;-43,170278;-22,438056;JUNHO-JULHO-AGOSTO
PEDRO DO RIO;-43,136111;-22,3325;JUNHO-JULHO-AGOSTO
FAGUNDES;-43,178056;-22,299722;JUNHO-JULHO-AGOSTO
MOURA BRASIL;-43,152222;-22,127222;JUNHO-JULHO-AGOSTO
MORELI (PARADA MORELI);-43,026944;-22,200833;JUNHO-JULHO-AGOSTO
FAZENDA S+O GABRIEL;-43,875;-22,011667;JUNHO-JULHO-AGOSTO
NHANGAPI;-44,615556;-22,503333;JUNHO-JULHO-AGOSTO
SANTA ISABEL DO RIO PRETO;-44,064722;-22,231111;JUNHO-JULHO-AGOSTO
RIBEIR+O DE S+O JOAQUIM;-44,228889;-22,474167;JUNHO-JULHO-AGOSTO
SANTA RITA DO JACUTINGA;-44,09;-22,150556;JUNHO-JULHO-AGOSTO
ZELINDA;-44,263611;-22,243056;JUNHO-JULHO-AGOSTO
FUMAÃA;-44,310556;-22,2975;JUNHO-JULHO-AGOSTO
PONTE DO SOUZA;-44,391667;-22,270556;JUNHO-JULHO-AGOSTO
FAZENDA AGULHAS NEGRAS;-44,590556;-22,339167;JUNHO-JULHO-AGOSTO
VOLTA REDONDA;-44,091944;-22,501111;JUNHO-JULHO-AGOSTO
NOSSA SENHORA DO AMPARO;-44,1075;-22,385556;JUNHO-JULHO-AGOSTO
VISCONDE DE MAU- (ESC. AGROT);-44,538333;-22,33;JUNHO-JULHO-AGOSTO
PONTE DO COSTA;-44,408333;-22,126944;JUNHO-JULHO-AGOSTO
MIRANT+O (CAPELINHA DAS FLORES);-44,590833;-22,338889;JUNHO-JULHO-AGOSTO
ALAGOA;-44,636944;-22,17;JUNHO-JULHO-AGOSTO
POUSO ALTO;-44,973333;-22,199167;JUNHO-JULHO-AGOSTO
CRISTINA;-45,265833;-22,210278;JUNHO-JULHO-AGOSTO
BRASËPOLIS;-45,621944;-22,471389;JUNHO-JULHO-AGOSTO
CAREAÃU;-45,698889;-22,052778;JUNHO-JULHO-AGOSTO
S+O JO+O DE ITAJUB-;-45,446944;-22,375556;JUNHO-JULHO-AGOSTO
BAIRRO SANTA CRUZ;-45,215;-22,406944;JUNHO-JULHO-AGOSTO
MARIA DA F+;-45,373056;-22,314722;JUNHO-JULHO-AGOSTO
SILVIANËPOLIS;-45,835278;-22,034167;JUNHO-JULHO-AGOSTO
CONCEIÃ+O DAS PEDRAS;-45,458056;-22,162222;JUNHO-JULHO-AGOSTO
SAPUCA--MIRIM;-45,744722;-22,745278;JUNHO-JULHO-AGOSTO
BEIRA DE SANTA RITA;-46,303889;-22,023333;JUNHO-JULHO-AGOSTO
JACUTINGA;-46,619167;-22,288611;JUNHO-JULHO-AGOSTO
BORDA DA MATA;-46,163889;-22,277222;JUNHO-JULHO-AGOSTO
PATRIMÈNIO;-44,721667;-23,317222;JUNHO-JULHO-AGOSTO
S+O ROQUE;-44,698056;-23,072222;JUNHO-JULHO-AGOSTO
PARANAGI;-50,874923;-22,851588;JUNHO-JULHO-AGOSTO
CAMPO ALEGRE;-50,771589;-22,9602;JUNHO-JULHO-AGOSTO
S+O JOAQUIM DO PONTAL;-50,479365;-22,9727;JUNHO-JULHO-AGOSTO
FAZENDA FLORA;-50,000472;-22,983535;JUNHO-JULHO-AGOSTO
PORECATU;-51,374371;-22,755197;JUNHO-JULHO-AGOSTO
ALTO ALEGRE;-51,888542;-22,898529;JUNHO-JULHO-AGOSTO
PRIMEIRO DE MAIO;-51,032424;-22,852143;JUNHO-JULHO-AGOSTO
SANTO IN-CIO;-51,790207;-22,696862;JUNHO-JULHO-AGOSTO
CENTEN-RIO DO SUL;-51,59604;-22,823252;JUNHO-JULHO-AGOSTO
JARDIM OLINDA;-52,036875;-22,551305;JUNHO-JULHO-AGOSTO
DIAMANTE DO NORTE;-52,861049;-22,654636;JUNHO-JULHO-AGOSTO
FAZENDA SANTO ANTÈNIO;-52,518546;-22,653249;JUNHO-JULHO-AGOSTO
FAZENDA GUANABARA;-52,133543;-22,661305;JUNHO-JULHO-AGOSTO
NOVA LONDRINA;-52,98355;-22,767136;JUNHO-JULHO-AGOSTO
TERRA RICA;-52,61688;-22,731026;JUNHO-JULHO-AGOSTO
CRISTO REI;-52,446879;-22,731582;JUNHO-JULHO-AGOSTO
SANTO ANTÈNIO DO CAIU-;-52,350489;-22,733527;JUNHO-JULHO-AGOSTO
FAZENDA NOVO MAT+O;-52,800494;-22,950471;JUNHO-JULHO-AGOSTO
FAZENDA AURORA;-52,533547;-22,883527;JUNHO-JULHO-AGOSTO
LEONI;-53,159662;-22,795469;JUNHO-JULHO-AGOSTO
ICATU;-53,396887;-22,975192;JUNHO-JULHO-AGOSTO
SANTA CRUZ DO MONTE CASTELO;-53,283553;-22,967136;JUNHO-JULHO-AGOSTO
TOMAZINA;-49,950475;-23,76715;JUNHO-JULHO-AGOSTO
CONSELHEIRO ZACARIAS;-49,981307;-23,41437;JUNHO-JULHO-AGOSTO
PINTOS - NOVA BRAS-LIA;-49,747417;-23,546038;JUNHO-JULHO-AGOSTO
SANTANA DO ITARAR+;-49,622972;-23,754928;JUNHO-JULHO-AGOSTO
S+O JOS+ DA BOA VISTA;-49,650473;-23,914929;JUNHO-JULHO-AGOSTO
SANTO ANTÈNIO DO PARA-SO;-50,650479;-23,50048;JUNHO-JULHO-AGOSTO
CAMBAR-;-50,070473;-23,042424;JUNHO-JULHO-AGOSTO
SANTO ANTÈNIO DA PLATINA;-50,06714;-23,300481;JUNHO-JULHO-AGOSTO
LEËPOLIS;-50,754923;-23,080478;JUNHO-JULHO-AGOSTO
S+O JOS+;-50,683534;-23,117145;JUNHO-JULHO-AGOSTO
SANTA AM+LIA;-50,432421;-23,266868;JUNHO-JULHO-AGOSTO
RIBEIR+O DO PINHAL;-50,350476;-23,40048;JUNHO-JULHO-AGOSTO
VOLTA GRANDE;-50,937426;-23,478257;JUNHO-JULHO-AGOSTO
PATRIMÈNIO DO CAF+;-50,184921;-23,888816;JUNHO-JULHO-AGOSTO
RIBEIR+O DO CAF+;-50,017142;-23,950484;JUNHO-JULHO-AGOSTO
JAPIRA;-50,133532;-23,817149;JUNHO-JULHO-AGOSTO
CALIXTO;-50,310199;-23,631593;JUNHO-JULHO-AGOSTO
GUAPIRAMA;-50,03353;-23,517148;JUNHO-JULHO-AGOSTO
SAPOPEMA;-50,571313;-23,904371;JUNHO-JULHO-AGOSTO
FAZENDA SANTA LAURA;-50,329367;-23,819649;JUNHO-JULHO-AGOSTO
PAPU+;-51,234096;-23,938535;JUNHO-JULHO-AGOSTO
KALORE;-51,667155;-23,817145;JUNHO-JULHO-AGOSTO
ITACOLOMI;-51,507431;-23,764367;JUNHO-JULHO-AGOSTO
RIO BOM;-51,411319;-23,764367;JUNHO-JULHO-AGOSTO
S+O JOS+;-51,266874;-23,827424;JUNHO-JULHO-AGOSTO
ITAMB+;-51,983546;-23,650476;JUNHO-JULHO-AGOSTO
S+O MIGUEL DO CAMBUI;-51,860489;-23,610199;JUNHO-JULHO-AGOSTO
PRATA;-51,261593;-23,066587;JUNHO-JULHO-AGOSTO
SERTANËPOLIS;-51,033536;-23,050477;JUNHO-JULHO-AGOSTO
CAMB+;-51,283539;-23,283533;JUNHO-JULHO-AGOSTO
S+O LUIZ;-51,233539;-23,517145;JUNHO-JULHO-AGOSTO
CALIFORNIA;-51,350485;-23,650478;JUNHO-JULHO-AGOSTO
BAIRRO TR-S VENDAS;-51,08354;-23,983536;JUNHO-JULHO-AGOSTO
CRUZEIRO;-51,602987;-23,663255;JUNHO-JULHO-AGOSTO
GUAIAPO;-51,874377;-23,400476;JUNHO-JULHO-AGOSTO
ARAPONGAS;-51,433818;-23,400477;JUNHO-JULHO-AGOSTO
IGUARAÃU;-51,833543;-23,183531;JUNHO-JULHO-AGOSTO
ASTORGA;-51,661875;-23,237698;JUNHO-JULHO-AGOSTO
SANTA F+;-51,806042;-23,040752;JUNHO-JULHO-AGOSTO
BELA VISTA DO IVA-;-52,028824;-23,848532;JUNHO-JULHO-AGOSTO
CANA+;-52,955221;-23,907141;JUNHO-JULHO-AGOSTO
PEABIRU;-52,336605;-23,911309;JUNHO-JULHO-AGOSTO
IGARITE;-52,633551;-23,800475;JUNHO-JULHO-AGOSTO
SALTINHO;-52,333549;-23,800476;JUNHO-JULHO-AGOSTO
ENGENHEIRO BELTR+O;-52,250493;-23,783532;JUNHO-JULHO-AGOSTO
MALU - TERRA BOA;-52,381049;-23,673531;JUNHO-JULHO-AGOSTO
PORTO S+O CARLOS;-52,524382;-23,364085;JUNHO-JULHO-AGOSTO
FLORAI;-52,299936;-23,324363;JUNHO-JULHO-AGOSTO
OURIZONA;-52,196324;-23,404641;JUNHO-JULHO-AGOSTO
IVAITINGA;-52,350213;-23,222418;JUNHO-JULHO-AGOSTO
OURO VERDE;-52,976609;-23,668529;JUNHO-JULHO-AGOSTO
BERNARDELLI;-52,850496;-23,56714;JUNHO-JULHO-AGOSTO
JAPUR-;-52,550494;-23,46714;JUNHO-JULHO-AGOSTO
CIDADE GAUCHA;-52,933552;-23,383528;JUNHO-JULHO-AGOSTO
GUAPOREMA;-52,767161;-23,333528;JUNHO-JULHO-AGOSTO
GAUCHINHA;-52,945773;-23,149638;JUNHO-JULHO-AGOSTO
AMAPOR+;-52,785216;-23,085749;JUNHO-JULHO-AGOSTO
DEPUTADO JOS+ AFONSO;-52,66716;-23,083528;JUNHO-JULHO-AGOSTO
COPACABANA DO NORTE;-52,381326;-23,531308;JUNHO-JULHO-AGOSTO
FLORIANO;-52,054101;-23,526864;JUNHO-JULHO-AGOSTO
